advertiser_id,advertiser_name,public_ids_list,public_id_short,CMTE_ID,ein_id,date_wmpcoded,wmp_candidate,wmp_office,wmp_spontype,wmp_spontypelong,wmp_govtorcand,wmp_notes,search_status,search_terms,search_type,search_notes,needs_further_coding,cand_fav,cand_tar,sponsor_name,sponsor_cmag,wmp_dateout,wmp_datein,pres_fecid,sen_fecid,hse_fecid,sen_cycle,hse_cycle,sen_state,hse_state,pres_party,sen_party,hse_party,pres_cdstatus,sen_cdstatus,hse_cdstatus,hse_district,wmp_pres,wmp_sen,wmp_hse,wmp_gov,cmte_fecid,cmte_party,LINKAGE_ID,CMTE_TP,CMTE_DSGN,wmp_groupflag,wmp_multisponsor,CAND_ELECTION_YR,FEC_ELECTION_YR,type_cmag,type_scsp,wmp_grouptype,cycle2020_cd,disclosure
AR32299047419117568,SUNRISE PAC,FEC ID C00674697,C00674697,C00674697,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR257535722355949568,GROOMS FOR SENATE,EIN ID 81-2152654,81-2152654,,81-2152654,9/10/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR326971874514829312,PROTECT MISSOURI FREEDOM,EIN ID 84-4768155,84-4768155,,84-4768155,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR384246534717308928,"FRIENDS OF TODD STEPHENS, INC.",EIN ID 32-0227133,32-0227133,,32-0227133,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR303779669591719936,EASTMAN FOR CONGRESS,FEC ID C00639310,C00639310,C00639310,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"EASTMAN, KARA",,"EASTMAN, KARA","EASTMAN, KARA",,,,,H8NE02220,,,,NE,,,DEM,,,CHALLENGER,2,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR450025711202205696,LEA MARQUEZ PETERSON FOR CONGRESS,FEC ID C00663054,C00663054,C00663054,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H8AZ02185,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR276525456398745600,ALLEN COUNTY REPUBLICAN CENTRAL COMMITTEE,EIN ID 35-1273637,35-1273637,,35-1273637,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR347395096842338304,PETE AGUILAR FOR CONGRESS,FEC ID C00510461,C00510461,C00510461,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"AGUILAR, PETE",,"AGUILAR, PETE","AGUILAR, PETE",,,,,H2CA31125,,,,CA,,,DEM,,,INCUMBENT,31,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR56716589331906560,"INDEPENDENT VISUAL ARTS COLLECTIVE, LLC",EIN ID 82-1474934,82-1474934,,82-1474934,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR66006637952892928,NEWBY FOR JUSTICE,EIN ID 83-3430048,83-3430048,,83-3430048,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR114507538963103744,KUSTOFF FOR CONGRESS,FEC ID C00614826,C00614826,C00614826,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"KUSTOFF, DAVID",,"KUSTOFF, DAVID","KUSTOFF, DAVID",,,,,H2TN07103,,,,TN,,,REP,,,INCUMBENT,8,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR42696235529797632,"KUSTER FOR CONGRESS, INC",FEC ID C00462861,C00462861,C00462861,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"KUSTER, ANN MCLANE",,"KUSTER, ANN MCLANE","KUSTER, ANN",,,,,H0NH02181,,,,NH,,,DEM,,,INCUMBENT,2,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR309084194720448512,RICKS FOR COLORADO,EIN ID 85-1459200,85-1459200,,85-1459200,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR271344076572327936,INDEPENDENCE USA PAC,FEC ID C00532705,C00532705,C00532705,,10/27/2020,,,group,group,0,,1,,,,,,,INDEPENDENCE USA PAC,INDEPENDENCE USA PAC,,,,,,,,,,,,,,,,,0,0,0,0,,DEM,,,,1,0,,,1,0,,,
AR92722296606687232,"CONNECTICUT BUSINESS AND INDUSTRY ASSOCIATION, INC",EIN ID 06-0439660,06-0439660,,06-0439660,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR146306514750013440,JOE WILSON FOR CONGRESS,FEC ID C00368522,C00368522,C00368522,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"WILSON, JOE THE HON.",,"WILSON, JOE THE HON.","WILSON, JOE",,,,,H2SC02059,,,,SC,,,REP,,,INCUMBENT,2,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR6421147906211840,ANDY KIM FOR CONGRESS,FEC ID C00648220,C00648220,C00648220,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"KIM, ANDY",,"KIM, ANDY","KIM, ANDREW",,,,,H8NJ03206,,,,NJ,,,DEM,,,INCUMBENT,3,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR38159238236733440,THE TRUMP NETWORK,EIN ID 81-5454828,81-5454828,,81-5454828,2/4/2020,,,group,group,0,,,,,,,,,THE TRUMP NETWORK,THE TRUMP NETWORK,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR487348564687585280,RYAN MICHAEL ELLER,,,,,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR107541926642712576,JANET BARRESI FOR CONGRESS,FEC ID C00721357,C00721357,C00721357,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"BARRESI, JANET",,"BARRESI, JANET","BARRESI, JANET",,,,,H0OK05254,,,,OK,,,REP,,,CHALLENGER,5,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR263126326666330112,KIND FOR CONGRESS COMMITTEE,FEC ID C00312017,C00312017,C00312017,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"KIND, RONALD JAMES",,"KIND, RONALD JAMES","KIND, RON",,,,,H6WI03099,,,,WI,,,DEM,,,INCUMBENT,3,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR470567543346561024,COMMITTEE TO ELECT LISA ZUKOFF,EIN ID 81-1281055,81-1281055,,81-1281055,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR241851532583108608,WELCH FOR CONGRESS,FEC ID C00413179,C00413179,C00413179,,9/29/2020,,us house,campaign,campaign,1,,,,,,,"WELCH, PETER",,"WELCH, PETER","WELCH, PETER",,,,,H6VT00160,,,,VT,,,DEM,,,INCUMBENT,0,0,0,1,0,C00413179,,,,,0,0,,,0,0,,1,
AR537724614059491328,UNITED UTAH PARTY CANDIDATE COMMITTEE,FEC ID C00656264,C00656264,C00656264,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR226184522679451648,KAY GRANGER CAMPAIGN FUND,FEC ID C00310532,C00310532,C00310532,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"GRANGER, KAY",,"GRANGER, KAY","GRANGER, KAY",,,,,H6TX12060,,,,TX,,,REP,,,INCUMBENT,12,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR290858208942096384,BRADY FOR CONGRESS,FEC ID C00311043,C00311043,C00311043,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"BRADY, KEVIN",,"BRADY, KEVIN","BRADY, KEVIN",,,,,H6TX08100,,,,TX,,,REP,,,INCUMBENT,8,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR235108296489435136,ROYCE WEST FOR U.S. SENATE,FEC ID C00712968,C00712968,C00712968,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"WEST, ROYCE",,"WEST, ROYCE","WEST, ROYCE",,,,S0TX00266,,,,TX,,,DEM,,,CHALLENGER,,,0,1,0,0,,,228691,S,P,0,0,,,0,0,,1,
AR294429835025973248,CHRIS GIBBS FOR CONGRESS,FEC ID C00735282,C00735282,C00735282,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"GIBBS, CHRIS",,"GIBBS, CHRIS","GIBBS, CHRIS",,,,,H0OH04119,,,,OH,,,IND,,,CHALLENGER,4,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR242771548937650176,FRIENDS OF SCOTT PLAKON,EIN ID 85-2742978,85-2742978,,85-2742978,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR157291735423123456,NRCC,FEC ID C00075820,C00075820,C00075820,,8/11/2020,,us house,party,party,0,,,,,,,,,,,,,,,H0NY27090,,,,NY,,,REP,,,CHALLENGER,27,0,0,1,0,,,,,,0,0,2020,2020,0,0,,,
AR76226942130454528,BRIAN FITZPATRICK FOR CONGRESS,FEC ID C00607416,C00607416,C00607416,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"FITZPATRICK, BRIAN",,"FITZPATRICK, BRIAN","FITZPATRICK, BRIAN",,,,,H6PA08277,,,,PA,,,REP,,,INCUMBENT,1,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR130300168070234112,HUDSON FOR CONGRESS,FEC ID C00504522,C00504522,C00504522,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"HUDSON, RICHARD L. JR.",,"HUDSON, RICHARD L. JR.","HUDSON, RICHARD",,,,,H2NC08185,,,,NC,,,REP,,,INCUMBENT,8,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR182799992870666240,RANDY HENDERSON FOR CONGRESS,EIN ID 84-3888999,84-3888999,,84-3888999,9/10/2020,,us house,campaign,campaign,1,,,,,,,"HENDERSON, RANDY",,"HENDERSON, RANDY","HENDERSON, RANDY",,,,,H0FL19189,,,,FL,,,REP,,,OPEN,19,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR412988112264757248,DOUG JONES FOR SENATE COMMITTEE,FEC ID C00640623,C00640623,C00640623,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"JONES, DOUG",,"JONES, DOUG","JONES, DOUG",,,,S0AL00156,,,,AL,,,DEM,,,INCUMBENT,,,0,1,0,0,,,224762,S,P,0,0,,,0,0,,1,
AR500923959877828608,FREEDOM CLUB FEDERAL PAC,FEC ID C00307777,C00307777,C00307777,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR204473978394247168,MCKINLEY FOR CONGRESS,FEC ID C00473132,C00473132,C00473132,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"MCKINLEY, DAVID B. MR.",,"MCKINLEY, DAVID B. MR.","MCKINLEY, DAVID B. MR.",,,,,H0WV01072,,,,WV,,,REP,,,INCUMBENT,1,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR296903323871608832,FASO FOR CONGRESS,FEC ID C00580415,C00580415,C00580415,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H6NY19169,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR423004113437982720,SCALISE FOR CONGRESS,FEC ID C00394957,C00394957,C00394957,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"SCALISE, STEVE MR",,"SCALISE, STEVE MR","SCALISE, STEVE",,,,,H0LA01087,,,,LA,,,REP,,,INCUMBENT,1,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR416526134524510208,LANPHIER ASSOCIATES INC DBA PAPER & STRING,EIN ID 93-1159797,93-1159797,,93-1159797,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR175614753102626816,SAFE TOGETHER NY INC,EIN ID 85-2628395,85-2628395,,85-2628395,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR318295422101618688,JOSH GOTTHEIMER FOR CONGRESS,FEC ID C00573949,C00573949,C00573949,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"GOTTHEIMER, JOSH",,"GOTTHEIMER, JOSH","GOTTHEIMER, JOSH",,,,,H6NJ05171,,,,NJ,,,DEM,,,INCUMBENT,5,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR164322768685367296,YES NORFOLK COMMITTEE,EIN ID 85-2043757,85-2043757,,85-2043757,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR224499383670931456,TED BUDD FOR CONGRESS,FEC ID C00614776,C00614776,C00614776,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"BUDD, THEODORE P.",,"BUDD, THEODORE P.","BUDD, THEODORE P.",,,,,H6NC13129,,,,NC,,,REP,,,INCUMBENT,13,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR323496936734720000,LUMMIS FOR WYOMING INC.,FEC ID C00443580,C00443580,C00443580,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"LUMMIS, CYNTHIA MARIE",,"LUMMIS, CYNTHIA MARIE","LUMMIS, CYNTHIA MARIE",,,,S0WY00137,,,,WY,,,REP,,,OPEN,,,0,1,0,0,,,228199,S,P,0,0,,,0,0,,1,
AR386101342113890304,KNAGGS FOR CONGRESS,FEC ID H0VA07125,H0VA07125,H0VA07125,,9/8/2020,,us house,campaign,campaign,1,,,,,,,"KNAGGS, ANDREW FERRIERES",,"KNAGGS, ANDREW FERRIERES","KNAGGS, ANDREW FERRIERES",,,,,H0VA07125,,,,VA,,,REP,,,CHALLENGER,7,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR221691299693068288,SAHAK NALBANDYAN,,,,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR531001925089361920,PASHA BAKER,EIN ID 01-0888248,01-0888248,,01-0888248,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR122166943120621568,LOIS FRANKEL FOR CONGRESS,FEC ID C00494856,C00494856,C00494856,,9/8/2020,,us house,campaign,campaign,1,,,,,,,"FRANKEL, LOIS J.",,"FRANKEL, LOIS J.","FRANKEL, LOIS",,,,,H2FL14053,,,,FL,,,DEM,,,INCUMBENT,21,0,0,1,0,C00494856,,,,,0,0,,,0,0,,1,
AR446951476690944000,UPTON FOR ALL OF US,FEC ID C00200584,C00200584,C00200584,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"UPTON, FREDERICK STEPHEN",,"UPTON, FREDERICK STEPHEN","UPTON, FRED",,,,,H6MI04113,,,,MI,,,REP,,,INCUMBENT,6,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR319449290835492864,FRIENDS OF ANDREW LEWIS,EIN ID 47-4963715,47-4963715,,47-4963715,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR518126987525488640,PRICE FOR CONGRESS,FEC ID C00195628,C00195628,C00195628,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"PRICE, DAVID E.",,"PRICE, DAVID E.","PRICE, DAVID E.",,,,,H6NC04037,,,,NC,,,DEM,,,INCUMBENT,4,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR165221275843690496,NORTH FUND,EIN ID 83-4011547,83-4011547,,83-4011547,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR120759774395498496,SCOTT FITZGERALD FOR CONGRESS,EIN ID 84-2948409,84-2948409,,84-2948409,9/10/2020,,us house,campaign,campaign,1,,,,,,,"FITZGERALD, SCOTT L",,"FITZGERALD, SCOTT L","FITZGERALD, SCOTT L",,,,,H0WI05113,,,,WI,,,REP,,,OPEN,5,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR233000395260035072,OMARI FAULKNER FOR VIRGINIA,EIN ID 84-3638695,84-3638695,,84-3638695,5/12/2020,,us senate,campaign,campaign,1,,,,,,,"FAULKNER, OMARI",,"FAULKNER, OMARI","FAULKNER, OMARI",,,,S0VA00179,,,,VA,,,REP,,,CHALLENGER,,,0,1,0,0,,,,,,0,0,,,0,0,,1,
AR460495260921888768,STEPHANIE MURPHY FOR CONGRESS,FEC ID C00620443,C00620443,C00620443,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"MURPHY, STEPHANIE",,"MURPHY, STEPHANIE","MURPHY, STEPHANIE",,,,,H6FL07140,,,,FL,,,DEM,,,INCUMBENT,7,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR370417564657909760,CAWTHORN FOR NC,FEC ID C00732958,C00732958,C00732958,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"CAWTHORN, DAVID MADISON",,"CAWTHORN, DAVID MADISON","CAWTHORN, MADISON",,,,,H0NC11233,,,,NC,,,REP,,,OPEN,11,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR499018231348985856,JODY WAGNER FOR MAYOR,EIN ID 85-1341267,85-1341267,,85-1341267,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR467829896832352256,"CITIZEN ACTION, INC.",EIN ID 45-3007383,45-3007383,,45-3007383,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR104028093638770688,FRIENDS OF RAJA FOR CONGRESS,FEC ID C00575092,C00575092,C00575092,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"KRISHNAMOORTHI, S. RAJA",,"KRISHNAMOORTHI, S. RAJA","KRISHNAMOORTHI, S. RAJA",,,,,H6IL08147,,,,IL,,,DEM,,,INCUMBENT,8,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR257919177036136448,KENNEDY FOR MASSACHUSETTS,FEC ID C00717108,C00717108,C00717108,,12/15/2019,,us senate,campaign,campaign,1,,,,,,,"KENNEDY, JOSEPH P III",,"KENNEDY, JOSEPH P III","KENNEDY, JOE",,,,S0MA00208,,,,MA,,,DEM,,,CHALLENGER,,,0,1,0,0,,,229217,S,A,0,0,,,0,0,,1,
AR363762426933411840,VAN TAYLOR CAMPAIGN,FEC ID C00653634,C00653634,C00653634,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"TAYLOR, NICHOLAS V.",,"TAYLOR, NICHOLAS V.","TAYLOR, VAN",,,,,H8TX03123,,,,TX,,,REP,,,INCUMBENT,3,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR173415454969167872,SAVE OUR SCHOOLS ARIZONA,EIN ID 35-2617978,35-2617978,,35-2617978,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR80178586920681472,SPALDING GROUP INC,EIN ID 61-1269925,61-1269925,,61-1269925,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR499147973721063424,TFY PAC,FEC ID C00725994,C00725994,C00725994,,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR62785000164032512,KIMBERLY WALKER FOR CONGRESS CAMPAIGN,FEC ID C00591388,C00591388,C00591388,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"WALKER, KIMBERLY H MS",,"WALKER, KIMBERLY H MS","WALKER, KIMBERLY H MS",,,,,H6FL13197,,,,FL,,,DEM,,,CHALLENGER,12,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR137025537099956224,VERN BUCHANAN FOR CONGRESS,FEC ID C00412759,C00412759,C00412759,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"BUCHANAN, VERNON",,"BUCHANAN, VERNON","BUCHANAN, VERN",,,,,H6FL13148,,,,FL,,,REP,,,INCUMBENT,16,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR342656201726623744,JASON NICHOLS FOR CONGRESS,FEC ID C00660977,C00660977,C00660977,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H8OK02148,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR56835474026659840,"ADVANTAGE ADVERTISING, INC.",EIN ID 82-0529560,82-0529560,,82-0529560,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR471087062590685184,MILROY FOR ASSEMBLY,EIN ID 85-2514441,85-2514441,,85-2514441,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR301377374123982848,WAYMASTER FOR CONGRESS,EIN ID 84-3332815,84-3332815,,84-3332815,9/10/2020,,us house,campaign,campaign,1,,,,,,,"WAYMASTER, TROY",,"WAYMASTER, TROY","WAYMASTER, TROY",,,,,H0KS01222,,,,KS,,,REP,,,OPEN,1,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR124322535666876416,COLORADANS PROTECTING WILDLIFE,EIN ID 84-2719389,84-2719389,,84-2719389,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR415580760683053056,GIDDY UP PAC,FEC ID C00687582,C00687582,C00687582,,9/19/2019,Hickenlooper,president,leadership PAC,leadership PAC,0,,,,,,,"HICKENLOOPER, JOHN W.",,GIDDY UP PAC,GIDDY UP PAC,8/15/2019,3/4/2019,,,,,,,,,,,,,,,1,0,0,0,,,,,,0,0,,,0,0,,1,
AR352116399772008448,ALEX MOONEY FOR CONGRESS,FEC ID C00629949,C00629949,C00629949,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"MOONEY, ALEXANDER XAVIER",,"MOONEY, ALEXANDER XAVIER","MOONEY, ALEXANDER XAVIER",,,,,H4WV02080,,,,WV,,,REP,,,INCUMBENT,2,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR474823477979774976,COMMITTEE TO ELECT KATHERINE R GAULKE,EIN ID 82-5132899,82-5132899,,82-5132899,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR284949433454428160,ILHAN FOR CONGRESS,FEC ID C00680934,C00680934,C00680934,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"OMAR, ILHAN",,"OMAR, ILHAN","OMAR, ILHAN",,,,,H8MN05239,,,,MN,,,DFL,,,INCUMBENT,5,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR464907738523107328,PACRONYM,FEC ID C00646877,C00646877,C00646877,,9/7/2020,,,group,group,0,,1,pacronym,FEC_SCSP,,,,,PACRONYM,PACRONYM,,,,,,,,,,,,,,,,,0,0,0,0,C00646877,DEM,,,,1,0,,,0,1,,,
AR170726255686057984,MIKE JOHNSON FOR LOUISIANA,FEC ID C00608695,C00608695,C00608695,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"JOHNSON, JAMES MICHAEL",,"JOHNSON, JAMES MICHAEL","JOHNSON, MIKE",,,,,H6LA04138,,,,LA,,,REP,,,INCUMBENT,4,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR360017284170776576,PERSPECTIVE WEALTH PLANNING,EIN ID 81-5347767,81-5347767,,81-5347767,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR345065850178371584,FREE THE PEOPLE FIGHT THE POWER FOUNDATION,EIN ID 47-5598652,47-5598652,,47-5598652,12/2/2020,,,group,group,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR458213568135823360,UNITED FOR MASSACHUSETTS,FEC ID C00747600,C00747600,C00747600,,8/12/2020,,us senate,group,group,0,,,,,,,"MARKEY, EDWARD J. SEN.",,UNITED FOR MASSACHUSETTS,UNITED FOR MASSACHUSETTS,,,,S4MA00028,,,,MA,,,,,,,,,0,1,0,0,C00747600,DEM,,,,1,0,,,1,0,,,
AR508144521456910336,CATHY MCMORRIS RODGERS FOR CONGRESS,EIN ID 68-0566066,68-0566066,,68-0566066,9/10/2020,,us house,campaign,campaign,1,,,,,,,"MCMORRIS RODGERS, CATHY",,"MCMORRIS RODGERS, CATHY","MCMORRIS-RODGERS, CATHY",,,,,H4WA05077,,,,WA,,,REP,,,INCUMBENT,5,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR151526446202880,DAN NEWHOUSE FOR CONGRESS,EIN ID 46-4926319,46-4926319,,46-4926319,9/10/2020,,us house,campaign,campaign,1,,,,,,,"NEWHOUSE, DAN",,"NEWHOUSE, DAN","NEWHOUSE, DAN",,,,,H4WA04104,,,,WA,,,REP,,,INCUMBENT,4,0,0,1,0,,,,,,0,0,,,0,0,,1,
AR480425008686956544,DAN NEWHOUSE FOR CONGRESS,FEC ID C00559393,C00559393,C00559393,,8/11/2020,,us house,campaign,campaign,1,,,,,,,"NEWHOUSE, DAN",,"NEWHOUSE, DAN","NEWHOUSE, DAN",,,,,H4WA04104,,,,WA,,,REP,,,INCUMBENT,4,0,0,1,0,,,,,,0,0,2020,2020,0,0,,1,
AR283392524989497344,COMSTOCK FOR CONGRESS,FEC ID C00554261,C00554261,C00554261,,8/11/2020,,us house,campaign,campaign,1,need candidate name from full fec file (not a 2020 cand),,,,,,,,,,,,,,H4VA10089,,2018,,,,,,,,,,0,0,1,0,,,,,,0,0,2018,2020,0,0,,0,
AR155103501125419008,FRIENDS OF CHRIS MISSICK,EIN ID 84-4484689,84-4484689,,84-4484689,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR409588078714290176,TERRIE E. WOOD,EIN ID 85-0653181,85-0653181,,85-0653181,12/2/2020,,,candidate for another office,candidate for another office,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
AR116769577978822656,SEIU LOCAL 2015,EIN ID 47-4164197,47-4164197,,47-4164197,10/27/2020,,,group,group,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,0,0,,,0,0,,,
