cand_id,wmpid,genelect_cd,CurrCand,cand_name,cand_office,cand_office_st,cand_office_dist,cand_party_affiliation,cand_incumbent_challenger_open_s,dateadded_cd,office_wapo,result_wapo,primarydate_wapo,trumpe_wapo,gender_wmp,gender_crp,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena,hse_cmpt_gen,full_name,first_name,last_name,st_dist
H0WI05113,WMPID755,1,Y,"FITZGERALD, SCOTT",H,WI,5,REP,INCUMBENT,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Scott Fitzgerald,Scott,Fitzgerald,WI5
H0WI06194,WMPID4708,0,"","WASHBURN, AMY IRENE MS.",H,WI,6,DEM,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Amy Irene Washburn,Amy Irene,Washburn,WI6
H0WI07101,WMPID758,1,Y,"TIFFANY, TOM",H,WI,7,REP,INCUMBENT,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Tom Tiffany,Tom,Tiffany,WI7
H0WV01072,WMPID761,0,"","MCKINLEY, DAVID B. MR.",H,WV,2,REP,INCUMBENT,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,David McKinley,David,McKinley,WV2
H0WV03144,WMPID764,1,Y,"WATSON, EUGENE LACY",H,WV,1,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,Black,B,NULL,N,0,Lacy Watson,Lacy,Watson,WV1
H0WV03193,WMPID5094,1,Y,"FOX-SPENCER, BELINDA",H,WV,1,IND,CHALLENGER,9/6/2022,"","","",,F,F,,NULL,White,W,NULL,NULL,0,Belinda Fox-Spencer,Belinda,Fox-Spencer,WV1
H0WY01036,WMPID767,1,Y,"GREYBULL, LYNNETTE",H,WY,0,DEM,CHALLENGER,6/28/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lynnette Grey Bull,Lynnette,Grey Bull,WY0
H1FL20011,WMPID2377,0,"","VILME, PRADEL",H,FL,20,DEM,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Pradel Vilme,Pradel,Vilme,FL20
H1SC01012,WMPID2813,1,Y,"BURKS, COURTNEY YVONNE",H,SC,1,IND,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Courtney Yvonne Burks,Courtney Yvonne,Burks,SC1
H2AK00192,WMPID4015,0,"","PEREZ, JULIO",H,AK,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Julio Perez,Julio,Perez,AK0
H2AK00200,WMPID4363,0,"","CONSTANT, CHRISTOPHER",H,AK,0,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Christopher Constant,Christopher,Constant,AK0
H2AK00218,WMPID2784,0,"","REVAK, JOSHUA CARL",H,AK,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Joshua Carl Revak,Joshua Carl,Revak,AK0
H2AK00226,WMPID2014,1,Y,"PALIN, SARAH",H,AK,0,REP,OPEN,6/7/2022,House,-,16-Aug,1,F,F,,NULL,White,W,NULL,NULL,0,Sarah Palin,Sarah,Palin,AK0
H2AK00242,WMPID4889,0,"","NOTTI, EMIL",H,AK,0,DEM,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Emil Notti,Emil,Notti,AK0
H2AK00259,WMPID4841,0,"","THOMAS, ERNEST F.",H,AK,0,DEM,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ernest Thomas,Ernest,Thomas,AK0
H2AK00267,WMPID4834,0,"","ARMSTRONG, JAY R",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jay Armstrong,Jay,Armstrong,AK0
H2AK00275,WMPID4747,0,"","CALLAHAN, JOHN T.",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,John Callahan,John,Callahan,AK0
H2AK00283,WMPID4861,0,"","FLORSCHUTZ, OTTO H. III",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Otto III Florschutz,Otto III,Florschutz,AK0
H2AK00291,WMPID4815,0,"","GIBBONS, THOMAS R. 'TOM'",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Tom Gibbons,Tom,Gibbons,AK0
H2AK00309,WMPID4748,0,"","MELANDER, MIKEL E.",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mikel Melander,Mikel,Melander,AK0
H2AK00317,WMPID4856,0,"","SUMNER, MAXWELL",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Maxwell Sumner,Maxwell,Sumner,AK0
H2AK00325,WMPID4803,0,"","TROTTER, RICHARD 'CLAYTON'",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Clayton Trotter,Clayton,Trotter,AK0
H2AK00333,WMPID4831,0,"","WELTER, BRADLEY D.",H,AK,0,REP,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Bradley Welter,Bradley,Welter,AK0
H2AK00341,WMPID4876,0,"","WOODWARD, JO",H,AK,0,REP,"",6/28/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Jo Woodward,Jo,Woodward,AK0
H2AK00358,WMPID4746,0,"","ORNELAS, ROBERT",H,AK,0,OTH,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Robert Ornelas,Robert,Ornelas,AK0
H2AK00366,WMPID4812,0,"","HOWE, JOHN WAYNE",H,AK,0,OTH,"",6/28/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,John Wayne Howe,John Wayne,Howe,AK0
H2AK00374,WMPID4884,0,"","AGUAYO, DENNIS W. 'DENNY'",H,AK,0,N,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Denny Aguayo,Denny,Aguayo,AK0
H2AK00382,WMPID4739,0,"","BROWN, ROBERT",H,AK,0,N,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Robert Brown,Robert,Brown,AK0
H2AK00390,WMPID4762,0,"","CARLE, ARLENE",H,AK,0,N,"",6/28/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Arlene Carle,Arlene,Carle,AK0
H2AK00408,WMPID4835,0,"","FOSTER, LAUREL A.",H,AK,0,N,"",6/28/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Laurel Foster,Laurel,Foster,AK0
H2AK00416,WMPID4879,0,"","HEINTZ, TED S.",H,AK,0,N,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Ted Heintz,Ted,Heintz,AK0
H2AK00424,WMPID4743,0,"","KNIGHT, DON",H,AK,0,N,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Don Knight,Don,Knight,AK0
H2AK00432,WMPID4742,0,"","MCCABE, ANNE M",H,AK,0,N,"",6/28/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Anne McCabe,Anne,McCabe,AK0
H2AK00440,WMPID4852,0,"","BEAL, BRIAN T.",H,AK,0,UND,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brian Beal,Brian,Beal,AK0
H2AK00457,WMPID4858,0,"","BECK, TIM",H,AK,0,UND,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Tim Beck,Tim,Beck,AK0
H2AK00465,WMPID4853,0,"","GRIFFIN, KARYN",H,AK,0,UND,"",6/28/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Karyn Griffin,Karyn,Griffin,AK0
H2AK00473,WMPID4839,0,"","PELLEGRINI, SILVIO E.",H,AK,0,UND,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Silvio Pellegrini,Silvio,Pellegrini,AK0
H2AK00481,WMPID4845,0,"","THISTLE, DAVID",H,AK,0,UND,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,David Thistle,David,Thistle,AK0
H2AK00499,WMPID4885,0,"","WILLIAMS, JASON G.",H,AK,0,UND,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jason Williams,Jason,Williams,AK0
H2AK00507,WMPID4967,0,"","SNOWDEN, BRAD",H,AK,,REP,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Brad Snowden,Brad,Snowden,AKNA
H2AK00515,WMPID5032,0,"","WILLIAMS, DENISE A.",H,AK,0,REP,"",8/5/2022,"","","",,F,F,,NULL,NULL,NULL,NULL,NULL,0,Denise Williams,Denise,Williams,AK0
H2AK00523,WMPID5003,0,"","STRIZAK, SHERRY A.",H,AK,0,UND,"",8/5/2022,"","","",,F,F,,NULL,NULL,NULL,NULL,NULL,0,Sherry Strizak,Sherry,Strizak,AK0
H2AK00531,WMPID5044,0,"","PHELPS, ANDREW H.",H,AK,0,N,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Andrew Phelps,Andrew,Phelps,AK0
H2AK00549,WMPID5000,0,"","WILSON, TREMAYNE",H,AK,,N,"",8/5/2022,"","","",,M,M,,NULL,NULL,NULL,NULL,NULL,0,Tremayne Wilson,Tremayne,Wilson,AKNA
H2AK01034,WMPID4863,0,"","MILLIGAN, MIKE",H,AK,0,DEM,"",6/28/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Mike Milligan,Mike,Milligan,AK0
H2AK01059,WMPID4586,0,"","PURHAM, RANDY",H,AK,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Randy Purham,Randy,Purham,AK0
H2AK01067,WMPID2450,0,"","EVANS, SHANNON SCOTT MR.",H,AK,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Shannon Scott Evans,Shannon Scott,Evans,AK0
H2AK01075,WMPID2780,0,"","BRELSFORD, GREGG BOWYER MR.",H,AK,0,IND,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Gregg Bowyer Brelsford,Gregg Bowyer,Brelsford,AK0
H2AK01083,WMPID4003,1,Y,"BEGICH, NICHOLAS III",H,AK,0,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Nicholas III Begich,Nicholas III,Begich,AK0
H2AK01091,WMPID2164,0,"","MYERS, J.R.",H,AK,0,LIB,OPEN,6/7/2022,"","","",0,M,M,,NULL,Indiginous,I,NULL,NULL,0,J.R. Myers,J.R.,Myers,AK0
H2AK01109,WMPID4622,0,"","CROPLEY, TYLER",H,AK,0,NNE,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Tyler Cropley,Tyler,Cropley,AK0
H2AK01125,WMPID3973,0,"","HUGHES, DAVID M",H,AK,0,IND,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,David Hughes,David,Hughes,AK0
H2AK01133,WMPID3184,0,"","COGHILL, JOHN B JR.",H,AK,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,John Jr. Coghill,John Jr.,Coghill,AK0
H2AK01141,WMPID2550,0,"","CLAUS, SANTA",H,AK,0,UN,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Santa Claus,Santa,Claus,AK0
H2AK01158,WMPID4308,1,Y,"PELTOLA, MARY",H,AK,0,DEM,OPEN,6/7/2022,"","","",0,F,F,,NULL,Indiginous,I,NULL,NULL,0,Mary Peltola,Mary,Peltola,AK0
H2AK01166,WMPID3897,0,"","GROSS, ALAN",H,AK,0,IND,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Alan Gross,Alan,Gross,AK0
H2AK01174,WMPID4360,0,"","SWEENEY, TARA M",H,AK,0,REP,OPEN,6/7/2022,"","","",0,F,F,,NULL,Indiginous,I,NULL,NULL,0,Tara Sweeney,Tara,Sweeney,AK0
H2AK01182,WMPID3538,0,"","DUTCHESS, LADY DONNA",H,AK,0,NON,OPEN,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Lady Donna Dutchess,Lady Donna,Dutchess,AK0
H2AK01190,WMPID1967,0,"","LOWENFELS, JEFF",H,AK,0,NON,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Jeff Lowenfels,Jeff,Lowenfels,AK0
H2AK01208,WMPID4352,0,"","METTLER, SHERRY",H,AK,0,NNE,OPEN,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Sherry Mettler,Sherry,Mettler,AK0
H2AK01216,WMPID4631,1,Y,"BYE, CHRIS",H,AK,0,LIB,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Chris Bye,Chris,Bye,AK0
H2AK01224,WMPID3447,0,"","HALCRO, ANDREW J MR",H,AK,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Andrew Halcro,Andrew,Halcro,AK0
H2AK01232,WMPID2353,0,"","LYONS, ROBERT",H,AK,0,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Robert Lyons,Robert,Lyons,AK0
H2AK01240,WMPID4700,0,"","WOOL, ADAM L",H,AK,0,DEM,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Adam Wool,Adam,Wool,AK0
H2AK01257,WMPID2869,0,"","LEBLANC, DAVIS LEE MR. JR",H,AK,0,REP,"",6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Davis Lee Jr Leblanc,Davis Lee Jr,Leblanc,AK0
H2AL01200,WMPID1774,0,"","ALCORN, PETER DAVID",H,AL,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Peter David Alcorn,Peter David,Alcorn,AL1
H2AL02158,WMPID3821,0,"","ANDERSON, TERELL",H,AL,2,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Terell Anderson,Terell,Anderson,AL2
H2AL02166,WMPID1909,0,"","PATEL, VIMAL",H,AL,2,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Asian/Pacific Islander,AP,NULL,NULL,0,Vimal Patel,Vimal,Patel,AL2
H2AL02174,WMPID3506,0,"","SLATE, JACK",H,AL,2,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Jack Slate,Jack,Slate,AL2
H2AL02182,WMPID2841,0,"","COLEMAN, JEFF",H,AL,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jeff Coleman,Jeff,Coleman,AL2
H2AL02190,WMPID4534,1,Y,"SMITH, JONATHAN",H,AL,2,LIB,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jonathan Smith,Jonathan,Smith,AL2
H2AL03032,WMPID769,1,Y,"ROGERS, MICHAEL",H,AL,3,REP,INCUMBENT,6/7/2022,House,Won,24-May,1,M,M,0,N,White,W,NULL,N,0,Mike D Rogers,Mike,Rogers,AL3
H2AL03107,WMPID2759,1,Y,"BELL, DOUGLAS A.",H,AL,3,IND,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Douglas Bell,Douglas,Bell,AL3
H2AL03123,WMPID1744,0,"","JOINER, MICHAEL T",H,AL,3,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Michael Joiner,Michael,Joiner,AL3
H2AL03131,WMPID2793,1,Y,"VEASEY, KAREN LIN MRS",H,AL,3,DEM,"",6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Karen Lin Veasey,Karen Lin,Veasey,AL3
H2AL03149,WMPID2978,0,"","VEASEY, LIN",H,AL,3,DEM,"",6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Lin Veasey,Lin,Veasey,AL3
H2AL04071,WMPID1609,0,"","GADDIS, JOSHUA",H,AL,4,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Joshua Gaddis,Joshua,Gaddis,AL4
H2AL04097,WMPID2231,0,"","GORE, RHONDA",H,AL,4,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Rhonda Gore,Rhonda,Gore,AL4
H2AL04105,WMPID4902,1,Y,"COCHRAN, JOHN CHARLES",H,AL,4,LIB,"",7/5/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,John Charles Cochran,John Charles,Cochran,AL4
H2AL05102,WMPID3188,1,Y,"STRONG, DALE WHITNEY",H,AL,5,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Dale Whitney Strong,Dale Whitney,Strong,AL5
H2AL05110,WMPID4719,0,"","BLALOCK, KEVIN ANDREW",H,AL,5,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Kevin Andrew Blalock,Kevin Andrew,Blalock,AL5
H2AL05128,WMPID2670,0,"","WARDYNSKI, CASEY",H,AL,5,REP,OPEN,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Casey Wardynski,Casey,Wardynski,AL5
H2AL05136,WMPID3573,0,"","WRIGHT, HARRISON GAGE WOODARD",H,AL,5,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Harrison Gage Woodard Wright,Harrison Gage Woodard,Wright,AL5
H2AL05144,WMPID4121,0,"","THOMPSON, CHARLIE",H,AL,5,AL,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Charlie Thompson,Charlie,Thompson,AL5
H2AL05169,WMPID3650,0,"","ROBERTS, JOHN ALABAMA",H,AL,5,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,John Alabama Roberts,John Alabama,Roberts,AL5
H2AL05177,WMPID2993,1,Y,"WARNER-STANTON, KATHY L",H,AL,5,DEM,OPEN,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Kathy Warner-Stanton,Kathy,Warner-Stanton,AL5
H2AL05193,WMPID1688,0,"","DONNELL, DEXTER",H,AL,5,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Dexter Donnell,Dexter,Donnell,AL5
H2AL05201,WMPID3847,0,"","EHRLE, DOUGLAS EUGENE",H,AL,5,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Douglas Eugene Ehrle,Douglas Eugene,Ehrle,AL5
H2AL05219,WMPID2473,0,"","SANFORD, PAUL",H,AL,5,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Paul Sanford,Paul,Sanford,AL5
H2AL05227,WMPID2063,1,Y,"GREER, PHILLIP JOSEPH MR.",H,AL,5,LIB,"",6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Phillip Joseph Greer,Phillip Joseph,Greer,AL5
H2AL06175,WMPID2850,0,"","PRIDMORE, JAY PATRICK",H,AL,6,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Jay Patrick Pridmore,Jay Patrick,Pridmore,AL6
H2AL07173,WMPID2677,1,Y,"NICHOLS, BEATRICE JACKSON",H,AL,7,REP,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,White,W,NULL,N,0,Beatrice Jackson Nichols,Beatrice Jackson,Nichols,AL7
H2AL07181,WMPID4010,1,Y,"GOODMAN, GAVIN JOESPH MR.",H,AL,7,LIB,"",6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Gavin Joesph Goodman,Gavin Joesph,Goodman,AL7
H2AL13015,WMPID4356,0,"","FOLEY, JIMMY MR",H,AL,13,ICD,CHALLENGER,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Jimmy Foley,Jimmy,Foley,AL13
H2AR01105,WMPID3314,0,"","SMITH, BRANDT",H,AR,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Brandt Smith,Brandt,Smith,AR1
H2AR01113,WMPID3089,1,Y,"HODGES, MONTE",H,AR,1,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Black,B,NULL,NULL,0,Monte Hodges,Monte,Hodges,AR1
H2AR01121,WMPID2795,0,"","SHACKELFORD, JODY",H,AR,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Jody Shackelford,Jody,Shackelford,AR1
H2AR01139,WMPID2895,1,Y,"DAUGHERTY, ROGER B",H,AR,1,IND,"",6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Roger Daugherty,Roger,Daugherty,AR1
H2AR02087,WMPID1993,0,"","CARTWRIGHT, NICHOLAS",H,AR,2,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Nicholas Cartwright,Nicholas,Cartwright,AR2
H2AR02095,WMPID2822,1,Y,"HATHAWAY, QUINTESSA DR.",H,AR,2,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Quintessa Hathaway,Quintessa,Hathaway,AR2
H2AR02103,WMPID3580,0,"","REYNOLDS, CONRAD E",H,AR,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Conrad Reynolds,Conrad,Reynolds,AR2
H2AR02111,WMPID3726,0,"","POSTON, DAVID P",H,AR,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,David Poston,David,Poston,AR2
H2AR02129,WMPID2319,1,Y,"WHITE, MICHAEL",H,AR,2,LIB,"",6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Michael White,Michael,White,AR2
H2AR03275,WMPID1796,0,"","KUMAR, NEIL",H,AR,3,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Neil Kumar,Neil,Kumar,AR3
H2AR03283,WMPID2651,1,Y,"HAYS, LAUREN",H,AR,3,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Lauren Hays,Lauren,Hays,AR3
H2AR04158,WMPID4244,1,Y,"WHITE, JOHN",H,AR,4,DEM,"",6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,John White,John,White,AR4
H2AR04166,WMPID3596,1,Y,"MAXWELL, GREGORY",H,AR,4,LIB,"",6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Gregory Maxwell,Gregory,Maxwell,AR4
H2AZ01339,WMPID3767,0,"","BLACKMAN, WALTER JACK",H,AZ,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,Black,B,NULL,N,0,Walter Jack Blackman,Walter Jack,Blackman,AZ2
H2AZ01347,WMPID4554,0,"","MOORE FOR AZ, JOHN W",H,AZ,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,John Moore For Az,John,Moore For Az,AZ1
H2AZ01354,WMPID1594,1,Y,"CRANE, ELI",H,AZ,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Eli Crane,Eli,Crane,AZ2
H2AZ01362,WMPID1800,0,"","WATKINS, RONALD",H,AZ,2,REP,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,Asian/Pacific Islander,AP,W,NULL,0,Ronald Watkins,Ronald,Watkins,AZ2
H2AZ01370,WMPID4230,0,"","YATES, ANDY",H,AZ,1,REP,CHALLENGER,6/7/2022,"","","",0,M,M,0,B,White,W,NULL,B,0,Andy Yates,Andy,Yates,AZ1
H2AZ01404,WMPID4269,0,"","TORRES, GINGER SYKES",H,AZ,1,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,Indiginous,I,NULL,NULL,0,Ginger Sykes Torres,Ginger Sykes,Torres,AZ1
H2AZ02303,WMPID1941,0,"","MITCHELL, MARISSA M",H,AZ,2,REP,CHALLENGER,6/7/2022,"","","",0,F,F,,NULL,NULL,NULL,NULL,NULL,0,Marissa Mitchell,Marissa,Mitchell,AZ2
H2AZ02311,WMPID2788,1,Y,"ENGEL, KIRSTEN",H,AZ,6,DEM,CHALLENGER,6/7/2022,"","","",0,F,F,0,N,White,W,NULL,N,0,Kirsten Engel,Kirsten,Engel,AZ6
H2AZ02329,WMPID2365,0,"","FRIESE, RANDALL S.",H,AZ,2,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,0,N,White,W,NULL,N,0,Randall Friese,Randall,Friese,AZ2
H2AZ02337,WMPID3052,0,"","URREA, MARCOS J",H,AZ,6,DEM,CHALLENGER,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Marcos Urrea,Marcos,Urrea,AZ6
H2AZ02345,WMPID2455,0,"","HERNANDEZ, DANIEL",H,AZ,6,DEM,OPEN,6/7/2022,"","","",0,M,M,1,Y,Hispanic/Latino,H,NULL,N,0,Daniel Hernandez,Daniel,Hernandez,AZ6
H2AZ02352,WMPID2417,0,"","LOWELL, DOUGLAS",H,AZ,2,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Douglas Lowell,Douglas,Lowell,AZ2
H2AZ02360,WMPID1822,1,Y,"CISCOMANI, JUAN",H,AZ,6,REP,OPEN,6/7/2022,"","","",0,M,M,1,Y,Hispanic/Latino,H,NULL,NULL,0,Juan Ciscomani,Juan,Ciscomani,AZ6
H2AZ02378,WMPID2998,0,"","WINN, KATHLEEN",H,AZ,6,REP,OPEN,6/7/2022,"","","",0,F,F,,NULL,White,W,NULL,NULL,0,Kathleen Winn,Kathleen,Winn,AZ6
H2AZ02386,WMPID37,0,"","MARTIN, BRANDON MR.",H,AZ,2,REP,OPEN,6/7/2022,"","","",0,UNK,"",,"",NULL,"","","",0,Brandon Martin,Brandon,Martin,AZ2
H2AZ02394,WMPID2069,0,"","FREE, LUCRETIA",H,AZ,2,REP,OPEN,6/7/2022,"","","",0,F,F,,NULL,Black,B,NULL,NULL,0,Lucretia Free,Lucretia,Free,AZ2
H2AZ02402,WMPID3482,0,"","DELUZIO, MARK",H,AZ,2,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,White,W,NULL,NULL,0,Mark Deluzio,Mark,Deluzio,AZ2
H2AZ02410,WMPID3597,0,"","KRYSTOFIAK, STEVEN",H,AZ,2,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,NULL,NULL,NULL,NULL,0,Steven Krystofiak,Steven,Krystofiak,AZ2
H2AZ02428,WMPID2258,0,"","LIZER, MYRON",H,AZ,2,REP,OPEN,6/7/2022,"","","",0,M,M,,NULL,Indiginous,I,NULL,NULL,0,Myron Lizer,Myron,Lizer,AZ2
