candidate_id,candidate,party,district,current_candidate,cyclecand,primary_results,crpico,fec_id,office,vs_candname,vs_race,vs_racecode,vs_filename,face_url,vs_canddetails,vs_statename,vs_filesize
N00033932,Chris Stewart ,R,UT02,Y,Y,W,I,H2UT02324,UT02,Chris Stewart,"U.S. House
",H,USH_UT_CHRIS_STEWART.jpg,https://static.votesmart.org/static/canphoto/135930.jpg,"
                Chris Stewart

                (Won)

                Republican
",UTAH,4694
N00033982,Martha McSally ,R,AZS1,Y,Y,W,I,S8AZ00221,AZS1,Martha McSally,"U.S. Senate
",S,USS_AZ_MARTHA_MCSALLY.jpg,https://static.votesmart.org/static/canphoto/137299.jpg,"
                Martha McSally

                (Lost)

                Republican
",ARIZONA,4077
N00033987,Doug LaMalfa ,R,CA01,Y,Y,W,I,H2CA02142,CA01,Doug LaMalfa,"U.S. House
",H,USH_CA_DOUG_LAMALFA.jpg,https://static.votesmart.org/static/canphoto/29713.jpg,"
                Doug LaMalfa

                (Won)

                Republican
",CALIFORNIA,4705
N00033997,Pete Aguilar ,D,CA31,Y,Y,W,I,H2CA31125,CA31,Pete Aguilar,"U.S. House
",H,USH_CA_PETE_AGUILAR.jpg,https://static.votesmart.org/static/canphoto/70114.jpg,"
                Pete Aguilar

                (Won)

                Democratic
",CALIFORNIA,3606
N00034041,Thomas Massie ,R,KY04,Y,Y,W,I,H2KY04121,KY04,Thomas Massie,"U.S. House
",H,USH_KY_THOMAS_MASSIE.jpg,https://static.votesmart.org/static/canphoto/132068.jpg,"
                Thomas Massie

                (Won)

                Republican
",KENTUCKY,3711
N00034044,Joe Kennedy III ,D,MAS2,Y,Y,,C,S0MA00208,MAS2,,,,,NA,,,
N00034068,Brenda Lawrence ,D,MI14,Y,Y,W,I,H2MI14111,MI14,Brenda Lawrence,"U.S. House
",H,USH_MI_BRENDA_LAWRENCE.jpg,https://static.votesmart.org/static/canphoto/78851.jpg,"
                Brenda Lawrence

                (Won)

                Democratic
",MICHIGAN,6412
N00034120,Scott Perry ,R,PA10,Y,Y,W,I,H2PA04135,PA10,Scott Perry,"U.S. House
",H,USH_PA_SCOTT_PERRY.jpg,https://static.votesmart.org/static/canphoto/59980.jpg,"
                Scott Perry

                (Won)

                Republican
",PENNSYLVANIA,4330
N00034128,Matt Cartwright ,D,PA08,Y,Y,W,I,H2PA17079,PA08,Matt Cartwright,"U.S. House
",H,USH_PA_MATT_CARTWRIGHT.jpg,https://static.votesmart.org/static/canphoto/136236.jpg,"
                Matt Cartwright

                (Won)

                Democratic
",PENNSYLVANIA,4408
N00034254,Julia Brownley ,D,CA26,Y,Y,W,I,H2CA00120,CA26,Julia Brownley,"U.S. House
",H,USH_CA_JULIA_BROWNLEY.jpg,https://static.votesmart.org/static/canphoto/59904.jpg,"
                Julia Brownley

                (Won)

                Democratic
",CALIFORNIA,4428
N00034277,Sean Patrick Maloney ,D,NY18,Y,Y,W,I,H2NY22139,NY18,Sean Maloney,"U.S. House
",H,USH_NY_SEAN_MALONEY.jpg,https://static.votesmart.org/static/canphoto/139760.jpg,"
                Sean Maloney

                (Won)

                Democratic, Independence, Working Families
",NEW YORK,3400
N00034331,John Tilford ,I,IN09,Y,Y,,C,H0IN09187,IN09,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JohnTilford.JPG,,,
N00034349,Filemon Vela ,D,TX34,Y,Y,W,I,H2TX27190,TX34,"Filemon Vela, Jr.","U.S. House
",H,USH_TX_FILEMON_VELA_JR.jpg,https://static.votesmart.org/static/canphoto/137719.jpg,"
                Filemon Vela, Jr.

                (Won)

                Democratic
",TEXAS,5695
N00034453,Derek Kilmer ,D,WA06,Y,Y,W,I,H2WA06129,WA06,Derek Kilmer,"U.S. House
",H,USH_WA_DEREK_KILMER.jpg,https://static.votesmart.org/static/canphoto/51516.jpg,"
                Derek Kilmer

                (Won)

                Democratic
",WASHINGTON,4287
N00034547,Grace Meng ,D,NY06,Y,Y,W,I,H2NY06116,NY06,Grace Meng,"U.S. House
",H,USH_NY_GRACE_MENG.jpg,https://static.votesmart.org/static/canphoto/69157.jpg,"
                Grace Meng

                (Won)

                Democratic, Working Families
",NEW YORK,4081
N00034549,Adriano Espaillat ,D,NY13,Y,Y,W,I,H2NY13096,NY13,Adriano Espaillat,"U.S. House
",H,USH_NY_ADRIANO_ESPAILLAT.jpg,https://static.votesmart.org/static/canphoto/14379.jpg,"
                Adriano Espaillat

                (Won)

                Democratic, Working Families
",NEW YORK,4450
N00034574,Keith Swank ,R,WA08,Y,Y,,C,H2WA08166,WA08,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Keith_Swank_Official_Headshot2.jpg,,,
N00034590,Steve Brown ,L,NV03,Y,Y,,C,H4NV04058,NV03,Steve Brown,"U.S. House
",H,USH_NV_STEVE_BROWN.jpg,https://static.votesmart.org/static/canphoto/138401.jpg,"
                Steve Brown

                (Lost)

                Libertarian
",NEVADA,3918
N00034639,Donald M Payne Jr. ,D,NJ10,Y,Y,W,I,H2NJ10154,NJ10,"Don Payne, Jr.","U.S. House
",H,USH_NJ_DON_PAYNE_JR.jpg,https://static.votesmart.org/static/canphoto/90668.jpg,"
                Don Payne, Jr.

                (Won)

                Democratic
",NEW JERSEY,6720
N00034784,Rodney Davis ,R,IL13,Y,Y,W,I,H2IL13120,IL13,Rodney Davis,"U.S. House
",H,USH_IL_RODNEY_DAVIS.jpg,https://static.votesmart.org/static/canphoto/9622.jpg,"
                Rodney Davis

                (Won)

                Republican
",ILLINOIS,4100
N00035000,Stacey Plaskett ,D,VI00,Y,Y,,I,H2VI00082,VI00,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/469px-Rep._Stacey_E._Plaskett.jpg,,,
N00035007,David P Joyce ,R,OH14,Y,Y,W,I,H2OH14064,OH14,Dave Joyce,"U.S. House
",H,USH_OH_DAVE_JOYCE.jpg,https://static.votesmart.org/static/canphoto/143052.jpg,"
                Dave Joyce

                (Won)

                Republican
",OHIO,4137
N00035104,Clark Paterson ,L,TX31,Y,Y,,C,H2TX01070,TX31,Clark Patterson,"U.S. House
",H,USH_TX_CLARK_PATTERSON.jpg,https://static.votesmart.org/static/canphoto/139603.jpg,"
                Clark Patterson

                (Lost)

                Libertarian
",TEXAS,3773
N00035187,Mike Rounds ,R,SDS2,Y,Y,W,I,S4SD00049,SDS2,Mike Rounds,"U.S. Senate
",S,USS_SD_MIKE_ROUNDS.jpg,https://static.votesmart.org/static/canphoto/7455.jpg,"
                Mike Rounds

                (Won)

                Republican
",SOUTH DAKOTA,4250
N00035193,Michael Chandler ,3,SC04,Y,Y,,C,H2SC04121,SC04,Michael Chandler,"U.S. House
",H,USH_SC_MICHAEL_CHANDLER.jpg,NA,"
                Michael Chandler

                (Lost)

                Constitution
",SOUTH CAROLINA,243
N00035204,Greg Raths ,R,CA45,Y,Y,W,C,H4CA45089,CA45,Greg Raths,"U.S. House
",H,USH_CA_GREG_RATHS.jpg,https://static.votesmart.org/static/canphoto/146116.jpg,"
                Greg Raths

                (Lost)

                Republican
",CALIFORNIA,4397
N00035215,Robin Kelly ,D,IL02,Y,Y,W,I,H2IL02172,IL02,Robin Kelly,"U.S. House
",H,USH_IL_ROBIN_KELLY.jpg,https://static.votesmart.org/static/canphoto/33384.jpg,"
                Robin Kelly

                (Won)

                Democratic
",ILLINOIS,5096
N00035267,Cory Booker ,D,NJS2,Y,Y,W,I,S4NJ00185,NJS2,Cory Booker,"U.S. Senate
",S,USS_NJ_CORY_BOOKER.jpg,https://static.votesmart.org/static/canphoto/76151.jpg,"
                Cory Booker

                (Won)

                Democratic
",NEW JERSEY,4458
N00035278,Katherine Clark ,D,MA05,Y,Y,,I,H4MA05084,MA05,Katherine Clark,"U.S. House
",H,USH_MA_KATHERINE_CLARK.jpg,https://static.votesmart.org/static/canphoto/35858.jpg,"
                Katherine Clark

                (Won)

                Democratic
",MASSACHUSETTS,4434
N00035282,Jason Smith ,R,MO08,Y,Y,W,I,H4MO08162,MO08,Jason Smith,"U.S. House
",H,USH_MO_JASON_SMITH.jpg,https://static.votesmart.org/static/canphoto/59318.jpg,"
                Jason Smith

                (Won)

                Republican
",MISSOURI,4022
N00035307,Brendan Boyle ,D,PA02,Y,Y,W,I,H4PA13199,PA02,Brendan Boyle,"U.S. House
",H,USH_PA_BRENDAN_BOYLE.jpg,https://static.votesmart.org/static/canphoto/47357.jpg,"
                Brendan Boyle

                (Won)

                Democratic
",PENNSYLVANIA,4252
N00035346,Buddy Carter ,R,GA01,Y,Y,W,I,H4GA01039,GA01,Buddy Carter,"U.S. House
",H,USH_GA_BUDDY_CARTER.jpg,https://static.votesmart.org/static/canphoto/32085.jpg,"
                Buddy Carter

                (Won)

                Republican
",GEORGIA,4327
N00035347,Barry Loudermilk ,R,GA11,Y,Y,W,I,H4GA11061,GA11,Barry Loudermilk,"U.S. House
",H,USH_GA_BARRY_LOUDERMILK.jpg,https://static.votesmart.org/static/canphoto/31618.jpg,"
                Barry Loudermilk

                (Won)

                Republican
",GEORGIA,4456
N00035352,Dale Mensing ,R,CA02,Y,Y,W,C,H4CA02098,CA02,Dale Mensing,"U.S. House
",H,USH_CA_DALE_MENSING.jpg,https://static.votesmart.org/static/canphoto/145981.jpg,"
                Dale Mensing

                (Lost)

                Republican
",CALIFORNIA,3485
N00035420,Mike Bost ,R,IL12,Y,Y,W,I,H4IL12060,IL12,Mike Bost,"U.S. House
",H,USH_IL_MIKE_BOST.jpg,https://static.votesmart.org/static/canphoto/6302.jpg,"
                Mike Bost

                (Won)

                Republican
",ILLINOIS,4398
N00035431,Seth Moulton ,D,MA06,Y,Y,,I,H4MA06090,MA06,Seth Moulton,"U.S. House
",H,USH_MA_SETH_MOULTON.jpg,https://static.votesmart.org/static/canphoto/146299.jpg,"
                Seth Moulton

                (Won)

                Democratic
",MASSACHUSETTS,4902
N00035440,Tom Emmer ,R,MN06,Y,Y,W,I,H4MN06087,MN06,Tom Emmer,"U.S. House
",H,USH_MN_TOM_EMMER.jpg,https://static.votesmart.org/static/canphoto/38894.jpg,"
                Tom Emmer

                (Won)

                Republican
",MINNESOTA,3780
N00035451,Alma Adams ,D,NC12,Y,Y,W,I,H4NC12100,NC12,Alma Adams,"U.S. House
",H,USH_NC_ALMA_ADAMS.jpg,https://static.votesmart.org/static/canphoto/5935.jpg,"
                Alma Adams

                (Won)

                Democratic
",NORTH CAROLINA,4824
N00035462,Yomi Faparusi ,I,TNS2,Y,Y,,O,S0TN00318,TNS2,"Fapas Faparusi, Sr.","U.S. Senate
",S,USS_TN_FAPAS_FAPARUSI_SR.jpg,https://static.votesmart.org/static/canphoto/146214.jpg,"
                Fapas Faparusi, Sr.

                (Lost)

                Independent
",TENNESSEE,9252
N00035476,Derrick Grayson ,R,GAS2,Y,Y,,C,S0GA00658,GAS2,Derrick Grayson,"U.S. Senate
",S,USS_GA_DERRICK_GRAYSON.jpg,https://static.votesmart.org/static/canphoto/151331.jpg,"
                Derrick Grayson

                (Lost)

                Republican
",GEORGIA,3917
N00035477,Karen Handel ,R,GA06,Y,Y,W,C,H8GA06286,GA06,Karen Handel,"U.S. House
",H,USH_GA_KAREN_HANDEL.jpg,https://static.votesmart.org/static/canphoto/69553.jpg,"
                Karen Handel

                (Lost)

                Republican
",GEORGIA,4903
N00035483,Joni Ernst ,R,IAS2,Y,Y,W,I,S4IA00129,IAS2,Joni Ernst,"U.S. Senate
",S,USS_IA_JONI_ERNST.jpg,https://static.votesmart.org/static/canphoto/128583.jpg,"
                Joni Ernst

                (Won)

                Republican
",IOWA,3174
N00035492,Thom Tillis ,R,NCS1,Y,Y,W,I,S4NC00162,NCS1,Thom Tillis,"U.S. Senate
",S,USS_NC_THOM_TILLIS.jpg,https://static.votesmart.org/static/canphoto/57717.jpg,"
                Thom Tillis

                (Won)

                Republican
",NORTH CAROLINA,3636
N00035504,Liz Cheney ,R,WY01,Y,Y,W,I,H6WY00159,WY01,Liz Cheney,"U.S. House
",H,USH_WY_LIZ_CHENEY.jpg,https://static.votesmart.org/static/canphoto/171319.jpg,"
                Liz Cheney

                (Won)

                Republican
",WYOMING,4970
N00035509,David Young ,R,IA03,Y,Y,W,C,H4IA03115,IA03,David Young,"U.S. House
",H,USH_IA_DAVID_YOUNG.jpg,https://static.votesmart.org/static/canphoto/155218.jpg,"
                David Young

                (Lost)

                Republican
",IOWA,4138
N00035510,Andy Martin ,R,NHS2,Y,Y,,C,S4NH00096,NHS2,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Andy_Martin_NH.jpg,,,
N00035512,Jo Rae Perkins ,R,ORS1,Y,Y,W,C,S4OR00156,ORS1,Jo Rae Perkins,"U.S. Senate
",S,USS_OR_JO_RAE_PERKINS.jpg,https://static.votesmart.org/static/canphoto/146001.jpg,"
                Jo Rae Perkins

                (Lost)

                Republican
",OREGON,11915
N00035516,David Perdue ,R,GAS1,Y,Y,W,I,S4GA11285,GAS1,David Perdue,"U.S. Senate
",S,USS_GA_DAVID_PERDUE.jpg,https://static.votesmart.org/static/canphoto/151330.jpg,"
                David Perdue

                (Won)

                Republican
",GEORGIA,10727
N00035517,Matt Rosendale ,R,MT01,Y,Y,W,O,H4MT00050,MT01,Matt Rosendale,"U.S. House
",H,USH_MT_MATT_ROSENDALE.jpg,https://static.votesmart.org/static/canphoto/120815.jpg,"
                Matt Rosendale

                (Won)

                Republican
",MONTANA,15762
N00035523,Elise Stefanik ,R,NY21,Y,Y,W,I,H4NY21079,NY21,Elise Stefanik,"U.S. House
",H,USH_NY_ELISE_STEFANIK.jpg,https://static.votesmart.org/static/canphoto/152539.jpg,"
                Elise Stefanik

                (Won)

                Conservative, Independence, Republican
",NEW YORK,6717
N00035527,Bruce Westerman ,R,AR04,Y,Y,W,I,H4AR04048,AR04,Bruce Westerman,"U.S. House
",H,USH_AR_BRUCE_WESTERMAN.jpg,https://static.votesmart.org/static/canphoto/119120.jpg,"
                Bruce Westerman

                (Won)

                Republican
",ARKANSAS,4587
N00035544,Ben Sasse ,R,NES2,Y,Y,W,I,S4NE00090,NES2,Ben Sasse,"U.S. Senate
",S,USS_NE_BEN_SASSE.jpg,https://static.votesmart.org/static/canphoto/150182.jpg,"
                Ben Sasse

                (Won)

                Republican
",NEBRASKA,4411
N00035575,Alan Cohn ,D,FL15,Y,Y,W,O,H4FL15155,FL15,Alan Cohn,"U.S. House
",H,USH_FL_ALAN_COHN.jpg,https://static.votesmart.org/static/canphoto/146147.jpg,"
                Alan Cohn

                (Lost)

                Democratic
",FLORIDA,6128
N00035641,Peter Greenwald ,R,VA07,Y,Y,,C,H4VA07127,VA07,,,,,NA,,,
N00035670,Nancy Mace ,R,SC01,Y,Y,W,C,H0SC01394,SC01,Nancy Mace,"U.S. House
",H,USH_SC_NANCY_MACE.jpg,https://static.votesmart.org/static/canphoto/146076.jpg,"
                Nancy Mace

                (Won)

                Republican
",SOUTH CAROLINA,5098
N00035691,Gary Palmer ,R,AL06,Y,Y,W,I,H4AL06098,AL06,Gary Palmer,"U.S. House
",H,USH_AL_GARY_PALMER.jpg,https://static.votesmart.org/static/canphoto/146274.jpg,"
                Gary Palmer

                (Won)

                Republican
",ALABAMA,4386
N00035774,Dan Sullivan ,R,AKS1,Y,Y,W,I,S4AK00214,AKS1,Dan Sullivan,"U.S. Senate
",S,USS_AK_DAN_SULLIVAN.jpg,https://static.votesmart.org/static/canphoto/114964.jpg,"
                Dan Sullivan

                (Won)

                Republican
",ALASKA,2890
N00035792,French Hill ,R,AR02,Y,Y,W,I,H4AR02141,AR02,French Hill,"U.S. House
",H,USH_AR_FRENCH_HILL.jpg,https://static.votesmart.org/static/canphoto/146290.jpg,"
                French Hill

                (Won)

                Republican
",ARKANSAS,4599
N00035825,Ted Lieu ,D,CA33,Y,Y,W,I,H4CA33119,CA33,Ted Lieu,"U.S. House
",H,USH_CA_TED_LIEU.jpg,https://static.votesmart.org/static/canphoto/1516.jpg,"
                Ted Lieu

                (Won)

                Democratic
",CALIFORNIA,4206
N00035927,Kathleen Rice ,D,NY04,Y,Y,W,I,H4NY04075,NY04,Kathleen Rice,"U.S. House
",H,USH_NY_KATHLEEN_RICE.jpg,https://static.votesmart.org/static/canphoto/127653.jpg,"
                Kathleen Rice

                (Won)

                Democratic
",NEW YORK,4273
N00035934,John Katko ,R,NY24,Y,Y,W,I,H4NY24073,NY24,John Katko,"U.S. House
",H,USH_NY_JOHN_KATKO.jpg,https://static.votesmart.org/static/canphoto/152546.jpg,"
                John Katko

                (Won)

                Conservative, Independence, Republican
",NEW YORK,3295
N00035976,Bill Kelsey ,L,TX25,Y,Y,,C,H4TX10184,TX25,Bill Kelsey,"U.S. House
",H,USH_TX_BILL_KELSEY.jpg,https://static.votesmart.org/static/canphoto/155111.jpg,"
                Bill Kelsey

                (Lost)

                Libertarian
",TEXAS,4603
N00035990,Mark Loewe ,L,TX35,Y,Y,,C,H4TX21082,TX35,Mark Loewe,"U.S. House
",H,USH_TX_MARK_LOEWE.jpg,https://static.votesmart.org/static/canphoto/123946.jpg,"
                Mark Loewe

                (Lost)

                Libertarian
",TEXAS,5162
N00036005,Jason Reeves ,L,TX33,Y,Y,,C,H4TX33020,TX33,Jason Reeves,"U.S. House
",H,USH_TX_JASON_REEVES.jpg,https://static.votesmart.org/static/canphoto/146277.jpg,"
                Jason Reeves

                (Lost)

                Libertarian
",TEXAS,10470
N00036018,Don Beyer ,D,VA08,Y,Y,W,I,H4VA08224,VA08,"Don Beyer, Jr.","U.S. House
",H,USH_VA_DON_BEYER_JR.jpg,https://static.votesmart.org/static/canphoto/1707.jpg,"
                Don Beyer, Jr.

                (Won)

                Democratic
",VIRGINIA,4617
N00036028,Dave Wilson ,D,WA05,Y,Y,W,C,H0WA05133,WA05,Dave Wilson,"U.S. House
",H,USH_WA_DAVE_WILSON.jpg,https://static.votesmart.org/static/canphoto/152941.jpg,"
                Dave Wilson

                (Lost)

                Democratic
",WASHINGTON,3878
N00036055,Joan Farr ,I,OKS2,Y,Y,,C,S0OK00412,OKS2,Joan Farr,"U.S. Senate
",S,USS_OK_JOAN_FARR.jpg,https://static.votesmart.org/static/canphoto/152224.jpg,"
                Joan Farr

                (Lost)

                Independent
",OKLAHOMA,4615
N00036097,Ruben Gallego ,D,AZ07,Y,Y,W,I,H4AZ07043,AZ07,Ruben Gallego,"U.S. House
",H,USH_AZ_RUBEN_GALLEGO.jpg,https://static.votesmart.org/static/canphoto/123732.jpg,"
                Ruben Gallego

                (Won)

                Democratic
",ARIZONA,4070
N00036107,Norma Torres ,D,CA35,Y,Y,W,I,H4CA35031,CA35,Norma Torres,"U.S. House
",H,USH_CA_NORMA_TORRES.jpg,https://static.votesmart.org/static/canphoto/71284.jpg,"
                Norma Torres

                (Won)

                Democratic
",CALIFORNIA,4453
N00036135,Garret Graves ,R,LA06,Y,Y,,I,H4LA06153,LA06,Garret Graves,"U.S. House
",H,USH_LA_GARRET_GRAVES.jpg,https://static.votesmart.org/static/canphoto/155424.jpg,"
                Garret Graves

                (Won)

                Republican
",LOUISIANA,4107
N00036149,Debbie Dingell ,D,MI12,Y,Y,W,I,H4MI12079,MI12,Debbie Dingell,"U.S. House
",H,USH_MI_DEBBIE_DINGELL.jpg,https://static.votesmart.org/static/canphoto/152482.jpg,"
                Debbie Dingell

                (Won)

                Democratic
",MICHIGAN,4513
N00036154,Don Norcross ,D,NJ01,Y,Y,W,I,H4NJ01084,NJ01,Donald Norcross,"U.S. House
",H,USH_NJ_DONALD_NORCROSS.jpg,https://static.votesmart.org/static/canphoto/116277.jpg,"
                Donald Norcross

                (Won)

                Democratic
",NEW JERSEY,4067
N00036158,Bonnie Coleman ,D,NJ12,Y,Y,W,I,H4NJ12149,NJ12,Bonnie Watson Coleman,"U.S. House
",H,USH_NJ_BONNIE_WATSON_COLEMAN.jpg,https://static.votesmart.org/static/canphoto/24799.jpg,"
                Bonnie Watson Coleman

                (Won)

                Democratic
",NEW JERSEY,4765
N00036272,Dana Ferguson ,D,MI01,Y,Y,W,C,H0MI01211,MI01,Dana Ferguson,"U.S. House
",H,USH_MI_DANA_FERGUSON.jpg,https://static.votesmart.org/static/canphoto/191580.jpg,"
                Dana Ferguson

                (Lost)

                Democratic
",MICHIGAN,3693
N00036275,John Moolenaar ,R,MI04,Y,Y,W,I,H4MI04126,MI04,John Moolenaar,"U.S. House
",H,USH_MI_JOHN_MOOLENAAR.jpg,https://static.votesmart.org/static/canphoto/37676.jpg,"
                John Moolenaar

                (Won)

                Republican
",MICHIGAN,4086
N00036322,Claire Gustafson ,R,NJ01,Y,Y,W,C,H4NJ01118,NJ01,Claire Gustafson,"U.S. House
",H,USH_NJ_CLAIRE_GUSTAFSON.jpg,https://static.votesmart.org/static/canphoto/152108.jpg,"
                Claire Gustafson

                (Lost)

                Republican
",NEW JERSEY,4415
N00036336,Kamau Bakari ,3,NV01,Y,Y,,C,H0NV01268,NV01,Kamau Bakari,"U.S. House
",H,USH_NV_KAMAU_BAKARI.jpg,https://static.votesmart.org/static/canphoto/152192.jpg,"
                Kamau Bakari

                (Lost)

                Independent American
",NEVADA,5090
N00036351,Claudia Tenney ,R,NY22,Y,Y,W,C,H4NY22051,NY22,Claudia Tenney,"U.S. House
",H,USH_NY_CLAUDIA_TENNEY.jpg,https://static.votesmart.org/static/canphoto/127668.jpg,"
                Claudia Tenney

                (Won)

                Republican
",NEW YORK,5407
N00036373,Hosea Cleveland ,D,SC03,Y,Y,W,C,H4SC03111,SC03,Hosea Cleveland,"U.S. House
",H,USH_SC_HOSEA_CLEVELAND.jpg,https://static.votesmart.org/static/canphoto/152240.jpg,"
                Hosea Cleveland

                (Lost)

                Democratic
",SOUTH CAROLINA,4116
N00036403,Dan Newhouse ,R,WA04,Y,Y,W,I,H4WA04104,WA04,Dan Newhouse,"U.S. House
",H,USH_WA_DAN_NEWHOUSE.jpg,https://static.votesmart.org/static/canphoto/51522.jpg,"
                Dan Newhouse

                (Won)

                Republican
",WASHINGTON,4551
N00036409,Glenn S Grothman ,R,WI06,Y,Y,W,I,H4WI06048,WI06,Glenn Grothman,"U.S. House
",H,USH_WI_GLENN_GROTHMAN.jpg,https://static.votesmart.org/static/canphoto/3493.jpg,"
                Glenn Grothman

                (Won)

                Republican
",WISCONSIN,3631
N00036457,Jeff Jones ,R,MI12,Y,Y,W,C,H6MI12264,MI12,Jeff Jones,"U.S. House
",H,USH_MI_JEFF_JONES.jpg,https://static.votesmart.org/static/canphoto/170251.jpg,"
                Jeff Jones

                (Lost)

                Republican
",MICHIGAN,5488
N00036511,Analilia Joya ,D,CA44,Y,Y,W,C,H4CA44157,CA44,Analilia Joya,"U.S. House
",H,USH_CA_ANALILIA_JOYA.jpg,NA,"
                Analilia Joya

                (Lost)

                Democratic
",CALIFORNIA,243
N00036527,Allen Ellison ,D,FL17,Y,Y,W,C,H0FL17159,FL17,Allen Ellison,"U.S. House
",H,USH_FL_ALLEN_ELLISON.jpg,https://static.votesmart.org/static/canphoto/172641.jpg,"
                Allen Ellison

                (Lost)

                Democratic
",FLORIDA,3128
N00036564,Kenneth Schaeffer ,3,NY15,Y,Y,,O,H4NY13068,NY15,Kenneth Schaeffer,"U.S. House
",H,USH_NY_KENNETH_SCHAEFFER.jpg,NA,"
                Kenneth Schaeffer

                (Withdrawn)

                Working Families
",NEW YORK,243
N00036628,Calvin Griffin ,I,HI01,Y,Y,,C,H4HI01183,HI01,,,,,NA,,,
N00036637,Frederick Mayock ,I,MAS2,Y,Y,,C,S0MA00174,MAS2,Frederick Mayock,"U.S. Senate
",S,USS_MA_FREDERICK_MAYOCK.jpg,https://static.votesmart.org/static/canphoto/175645.jpg,"
                Frederick Mayock

                (Withdrawn)

                Independent
",MASSACHUSETTS,4075
N00036659,Craig Keller ,R,WA07,Y,Y,W,C,H4WA07073,WA07,Craig Keller,"U.S. House
",H,USH_WA_CRAIG_KELLER.jpg,https://static.votesmart.org/static/canphoto/152949.jpg,"
                Craig Keller

                (Lost)

                Republican
",WASHINGTON,4711
N00036660,Doug Basler ,R,WA09,Y,Y,W,C,H4WA09061,WA09,Doug Basler,"U.S. House
",H,USH_WA_DOUG_BASLER.jpg,https://static.votesmart.org/static/canphoto/152951.jpg,"
                Doug Basler

                (Lost)

                Republican
",WASHINGTON,4625
N00036691,Clayton Walker ,I,SDS2,Y,Y,,C,S4SD00114,SDS2,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Clayton_Walker.jpg,,,
N00036717,Scott Smith ,I,NY18,Y,Y,,C,H4NY18109,NY18,Scott Smith,"U.S. House
",H,USH_NY_SCOTT_SMITH.jpg,https://static.votesmart.org/static/canphoto/155237.jpg,"
                Scott Smith

                (Lost)

                Libertarian, Serve America Movement
",NEW YORK,3126
N00036744,Ed Baker ,I,OR03,Y,Y,,C,H0OR03133,OR03,,,,,NA,,,
N00036844,Rick Stewart ,L,IAS2,Y,Y,,C,S4IA00194,IAS2,Rick Stewart,"U.S. Senate
",S,USS_IA_RICK_STEWART.jpg,https://static.votesmart.org/static/canphoto/155298.jpg,"
                Rick Stewart

                (Lost)

                Libertarian
",IOWA,5049
N00036864,Gaylon Kent ,L,COS2,Y,Y,,C,S4CO00403,COS2,,,,,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Gaylon_Kent.jpg,,,
N00036877,Joel Azumah ,I,NY09,Y,Y,,C,H4NY09090,NY09,Joel Anabilah-Azumah,"U.S. House
",H,USH_NY_JOEL_ANABILAH-AZUMAH.jpg,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/May242020355AM_80182230_CampaignHeadshot.jpg,"
                Joel Anabilah-Azumah

                (Lost)

                Serve America Movement
",NEW YORK,243
N00036907,Pam Keith ,D,FL18,Y,Y,W,C,H0FL18207,FL18,Pamela Keith,"U.S. House
",H,USH_FL_PAMELA_KEITH.jpg,https://static.votesmart.org/static/canphoto/172452.jpg,"
                Pamela Keith

                (Lost)

                Democratic
",FLORIDA,4904
N00036938,Gretchen Driskell ,D,MI07,Y,Y,W,C,H0MI07150,MI07,Gretchen Driskell,"U.S. House
",H,USH_MI_GRETCHEN_DRISKELL.jpg,https://static.votesmart.org/static/canphoto/139948.jpg,"
                Gretchen Driskell

                (Lost)

                Democratic
",MICHIGAN,11479
N00036944,Josh Gottheimer ,D,NJ05,Y,Y,W,I,H6NJ05171,NJ05,Joshua Gottheimer,"U.S. House
",H,USH_NJ_JOSHUA_GOTTHEIMER.jpg,https://static.votesmart.org/static/canphoto/169202.jpg,"
                Joshua Gottheimer

                (Won)

                Democratic
",NEW JERSEY,4277
N00036982,Dave Giles ,R,AZ09,Y,Y,W,C,H6AZ09010,AZ09,Dave Giles,"U.S. House
",H,USH_AZ_DAVE_GILES.jpg,https://static.votesmart.org/static/canphoto/166291.jpg,"
                Dave Giles

                (Lost)

                Republican
",ARIZONA,4036
N00036999,Anthony Brown ,D,MD04,Y,Y,W,I,H6MD04209,MD04,Anthony Brown,"U.S. House
",H,USH_MD_ANTHONY_BROWN.jpg,https://static.votesmart.org/static/canphoto/19344.jpg,"
                Anthony Brown

                (Won)

                Democratic
",MARYLAND,4580
N00037003,Trent Kelly ,R,MS01,Y,Y,W,I,H6MS01131,MS01,Trent Kelly,"U.S. House
",H,USH_MS_TRENT_KELLY.jpg,https://static.votesmart.org/static/canphoto/156389.jpg,"
                Trent Kelly

                (Won)

                Republican
",MISSISSIPPI,4315
