wmpid,full_name,opponents,opponent_names
WMPID883,Barry Loudermilk,WMPID4521|WMPID4564,Antonio Miguel Daza-Fernandez|Angela Grace Davis|Barry Loudermilk
WMPID4985,Bryan Jack Holder,WMPID212|WMPID2613|WMPID3295|WMPID3152,Randy Feenstra|Ryan O'Leary|Kyle William Grossman|Ryan Michael Appleton Melton|Bryan Jack Holder
WMPID886,Danny K Davis,,Danny K Davis
WMPID887,Mike Bost,WMPID4078,Homer Chip Markel|Mike Bost
WMPID4140,Geoffrey Young,WMPID271|WMPID5112,Andy Barr|Maurice Randall Cravens|Geoffrey Young
WMPID889,Garret Graves,WMPID4180|WMPID5043|WMPID4990,Jaqueline Yvonne Blaney|Brian Belzer|Rufus Craig|Garret Graves
WMPID890,James P McGovern,WMPID2095|WMPID3437|WMPID1913,Louis Marino|Jeff Sossa-Paquette|Nicholas Barassi|James P McGovern
WMPID891,Katherine Clark,WMPID3865,Washington Gavin Blask|Katherine Clark
WMPID892,Seth Moulton,WMPID2814|WMPID2406,Robert May|Mark Tashjian|Seth Moulton
WMPID4254,Bruce Lee Poliquin,WMPID1147|WMPID1383,Bruce Lee Poliquin|Jared Golden|Tiffany Bond
WMPID894,John Moolenaar,WMPID5128|WMPID2966,Nathan Hewer|John Moolenaar|Jerome Hilliard
WMPID895,Tim Walberg,WMPID3995|WMPID5116|WMPID1149,Thomas More Barrett|Leah Dailey|Tim Walberg|Elissa Slotkin
WMPID896,Debbie Dingell,WMPID3834,Whittney Williams|Debbie Dingell
WMPID897,Tom Emmer,WMPID3734,Jeanne Hendricks|Tom Emmer
WMPID898,Emanuel Cleaver,WMPID4790,Emanuel Cleaver|Jacob Turk
WMPID899,Kevin Craig,WMPID3346|WMPID3296,Eric Burlison|Kristen Radaker-Sheafer|Kevin Craig
WMPID900,Jason Smith,WMPID811|WMPID2441,Jim Higgins|Randi Mccallian Mccallian|Jason Smith
WMPID901,Bennie G Thompson,WMPID399,Brian Flowers|Bennie G Thompson
WMPID902,Matt Rosendale,WMPID1739|WMPID2752|WMPID1677|WMPID2996,Sam Rankin|Curt Andrew Sr. Zygmond|Penny Ronning|Gary Buchanan|Matt Rosendale
WMPID2527,Ryan Zinke,WMPID4833|WMPID2524,John Lamb|Monica Tranel|Ryan Zinke
WMPID904,Virginia Foxx,WMPID4447,Bernard Kyle Parrish|Virginia Foxx
WMPID905,Patrick McHenry,WMPID2134,Pamela Genant|Patrick McHenry
WMPID906,Alma Adams,WMPID1915,Tyler Lee|Alma Adams
WMPID908,Don Norcross,WMPID3909|WMPID2335|WMPID2680|WMPID909|WMPID5114,Charles Park|Patricia Kline|Isaiah Fletcher|Don Norcross|Claire Gustafson|Allen Cannon
WMPID909,Claire Gustafson,WMPID3909|WMPID2335|WMPID2680|WMPID908|WMPID5114,Charles Park|Patricia Kline|Isaiah Fletcher|Don Norcross|Claire Gustafson|Allen Cannon
WMPID910,Bonnie Coleman,WMPID1573,Darius Mayfield|Bonnie Coleman
WMPID5114,Allen Cannon,WMPID3909|WMPID2335|WMPID2680|WMPID908|WMPID909,Charles Park|Patricia Kline|Isaiah Fletcher|Don Norcross|Claire Gustafson|Allen Cannon
WMPID915,Yvette D Clarke,WMPID5104,Menachem Raitport|Yvette D Clarke
WMPID918,Elise Stefanik,WMPID3550|WMPID4125,Matthew Putorti|Matt Castelli|Elise Stefanik
WMPID919,Claudia Tenney,WMPID2351|WMPID2661|WMPID4523|WMPID4963,Mario Fratto|Steven Wesley Sr. Holden|Chol-Awan Majok|Claudia Tenney|George Phillips
WMPID921,Brian M Higgins,WMPID4704|WMPID1857,Emin Egriu|Steven Lynn II Sams|Brian M Higgins
WMPID4955,John Ciampoli,WMPID505|WMPID1755|WMPID2080|WMPID4823|WMPID5106,Jamaal Bowman|Vedat Gashi|William Faulkner|Mark Jaffe|Miriam Levitt Flisser|John Ciampoli
WMPID922,Frank D Lucas,WMPID4920,Jeremiah Ross|Frank D Lucas
WMPID923,Brendan Boyle,WMPID3576,Haroon Bashir|Brendan Boyle
WMPID5110,Mike Winton,WMPID610|WMPID2587|WMPID5159|WMPID1836,Scott Desjarlais|Clyde Benson|Mike Winton|Tharon Chandler|Russell Steele
WMPID5156,Paul Cook,WMPID2077|WMPID1239|WMPID617|WMPID1018,George Jr Flinn|Charlotte Bergmann|Dennis Clark|Paul Cook|Steve Cohen
WMPID927,Al Green,WMPID3337|WMPID3964,Randall Lee Addison|Jimmy Leon|Al Green
WMPID928,Lloyd Doggett,WMPID690|WMPID846,Jennifer Sharon|Clark Paterson|Lloyd Doggett
WMPID929,Michael McCaul,WMPID930,Michael McCaul|Bill Kelsey
WMPID930,Bill Kelsey,WMPID929,Michael McCaul|Bill Kelsey
WMPID931,Sheila Jackson Lee,WMPID1707|WMPID3459|WMPID5052|WMPID1248,Carmen Montiel|Tina Richel Seals Singh Chaudry Kumar|Sheila Jackson Lee|Vince Duncan|Phil Kurtz
WMPID5052,Vince Duncan,WMPID1707|WMPID3459|WMPID931|WMPID1248,Carmen Montiel|Tina Richel Seals Singh Chaudry Kumar|Sheila Jackson Lee|Vince Duncan|Phil Kurtz
WMPID4182,Mike Kolls,WMPID850,Michael Burgess|Mike Kolls
WMPID935,Don Beyer,WMPID3008|WMPID3582,Karina Lipsman|Theodore Fikre|Don Beyer
WMPID936,Dan Newhouse,WMPID3849,Doug White|Dan Newhouse
WMPID937,Cathy McMorris Rodgers,WMPID3166,Natasha Hill|Cathy McMorris Rodgers
WMPID939,Doug Basler,WMPID1032,Doug Basler|Adam Smith
WMPID940,Gwen Moore,WMPID1283|WMPID5140,Gwen Moore|Tim Rogers|Robert Raymond
WMPID941,Glenn S Grothman,,Glenn S Grothman
WMPID942,Alex Mooney,WMPID1615,Barry Lee Wendell|Alex Mooney
WMPID944,Robert B Aderholt,WMPID4902|WMPID1040,John Charles Cochran|Robert B Aderholt|Rick Neighbors
WMPID945,Tom O'Halleran,WMPID1594,Eli Crane|Tom O'Halleran
WMPID946,Andy Biggs,WMPID2361|WMPID2750|WMPID2663,Javier Ramos|Travis Lindberg|Clint William Smith|Andy Biggs
WMPID948,Doris Matsui,WMPID3156,Max Semenenko|Doris Matsui
WMPID949,Jimmy Panetta,WMPID63,Jeff Gorman|Jimmy Panetta
WMPID950,Kevin McCarthy,WMPID3731,Marisa Wood|Kevin McCarthy
WMPID951,Brad Sherman,WMPID4146,Lucie Lapointe Volotzky|Brad Sherman
WMPID952,Salud Carbajal,WMPID4375,Brad Allen|Salud Carbajal
WMPID954,Nanette Barragan,,Nanette Barragan
WMPID4141,Omar Navarro,WMPID873,Maxine Waters|Omar Navarro
WMPID955,Lou Correa,WMPID2428,Christopher Gonzales|Lou Correa
WMPID956,Diana DeGette,WMPID4752,Jennifer Qualteri|Diana DeGette
WMPID957,Douglas L Lamborn,WMPID4632|WMPID1749|WMPID4668|WMPID2618|WMPID3300,Ryan Casey Thompson|Santiago David Goenaga-Torres|Alax Jones|Christopher Mitchell|Matthew Feigenbaum|Douglas L Lamborn
WMPID959,Lisa Blunt Rochester,WMPID5148|WMPID5144|WMPID5139|WMPID1084,David Rogers|Cody Mcnutt|Lisa Blunt Rochester|Scott Walker|Lee Murphy
WMPID5139,Scott Walker,WMPID5148|WMPID5144|WMPID959|WMPID1084,David Rogers|Cody Mcnutt|Lisa Blunt Rochester|Scott Walker|Lee Murphy
WMPID960,Matt Gaetz,WMPID4494|WMPID1630|WMPID3522|WMPID3719|WMPID4895,Gregory Charles Merk|Rebekah Jones|Bryan Christopher Jones|Margaret Ann Schiller|Mark Lombardo|Matt Gaetz
WMPID961,Neal Dunn,WMPID2155,Linda Susan Brooks|Neal Dunn
WMPID962,John Rutherford,WMPID122|WMPID2842|WMPID3937,Al Lawson|Leigha Luna Garner-Lopez|John Rutherford|Lashonda Holloway
WMPID3937,Lashonda Holloway,WMPID122|WMPID2842|WMPID962,Al Lawson|Leigha Luna Garner-Lopez|John Rutherford|Lashonda Holloway
WMPID3626,Alan Mark Grayson,WMPID175|WMPID2458|WMPID4740,Carlos Gimenez|Carlos Martinez Garin|Robert Asencio|Alan Mark Grayson
WMPID965,Gus Bilirakis,WMPID3610|WMPID3364|WMPID4777|WMPID4758|WMPID3510|WMPID969,Brian Perras|Sid Preskitt|Charles W Smith|Christopher Leiser|Gus Bilirakis|Jack Martin|Kimberly Walker
WMPID966,Darren Soto,WMPID4347|WMPID3114|WMPID4733|WMPID2940,Sergio Ortiz|Jose Castillo|Scotty Moore|Adianis Morales|Darren Soto
WMPID967,Kathy Castor,WMPID3264|WMPID2732|WMPID4809,Christopher Bradley|James Judge|Sam Nashagh|Kathy Castor
WMPID3510,Jack Martin,WMPID3610|WMPID3364|WMPID4777|WMPID4758|WMPID965|WMPID969,Brian Perras|Sid Preskitt|Charles W Smith|Christopher Leiser|Gus Bilirakis|Jack Martin|Kimberly Walker
WMPID968,Vernon Buchanan,WMPID4127|WMPID3868,Jan Schneider|Martin Hyde|Vernon Buchanan
WMPID3278,Eric Lynn,WMPID4623|WMPID144|WMPID145|WMPID1926|WMPID2226|WMPID4433|WMPID971,Amanda Makki|Anna Paulina Luna|Jacob Curnow|Frank Craft|Moneer Kheireddine|Kevin Hayslett|Eric Lynn|Christine Quinn
WMPID969,Kimberly Walker,WMPID3610|WMPID3364|WMPID4777|WMPID4758|WMPID965|WMPID3510,Brian Perras|Sid Preskitt|Charles W Smith|Christopher Leiser|Gus Bilirakis|Jack Martin|Kimberly Walker
WMPID971,Christine Quinn,WMPID4623|WMPID144|WMPID145|WMPID1926|WMPID2226|WMPID4433|WMPID3278,Amanda Makki|Anna Paulina Luna|Jacob Curnow|Frank Craft|Moneer Kheireddine|Kevin Hayslett|Eric Lynn|Christine Quinn
WMPID972,Brian Mast,WMPID3086|WMPID3591|WMPID4605|WMPID2010|WMPID2113,Melissa Martz|Corinna Balderramos Robinson|Jeffrey Buongiorno|Ljubo Skrbic|Carrie Lawlor|Brian Mast
WMPID973,Drew Ferguson,WMPID180|WMPID3830,Valbrun Almonord|Andrew Pacetti|Drew Ferguson
WMPID974,Hank Johnson,WMPID3138,Jonathan Chavez|Hank Johnson
WMPID975,Raja Krishnamoorthi,WMPID2997|WMPID3651,Mohammed Faheem|Christopher Bryant Dargis|Raja Krishnamoorthi
WMPID976,Darin LaHood,WMPID5048,Elizabeth Haderlein|Darin LaHood
WMPID977,Jim Banks,WMPID3665|WMPID3850,Gary Snyder|Nathan Gotsch|Jim Banks
WMPID3133,Erin Houchin,WMPID3986|WMPID1854,Matthew John Fyfe|Tonya Lynn Millis|Erin Houchin
WMPID979,James Comer,WMPID2012,Jimmy Clifton Ausbrooks|James Comer
WMPID982,Clay Higgins,WMPID3837|WMPID3131|WMPID4934|WMPID4943|WMPID5068|WMPID4997,Dustin Granger|Jacob Lewis Shaheen|Tia Marie Lebrun|Thomas Lane Jr Payne|Holden Hoggatt|Clay Higgins|Guy Mclendon
WMPID4997,Guy Mclendon,WMPID3837|WMPID3131|WMPID4934|WMPID4943|WMPID5068|WMPID982,Dustin Granger|Jacob Lewis Shaheen|Tia Marie Lebrun|Thomas Lane Jr Payne|Holden Hoggatt|Clay Higgins|Guy Mclendon
WMPID983,Mike Johnson,WMPID3885,Brandon Sandage|Mike Johnson
WMPID984,John Sarbanes,WMPID3388|WMPID3194,Yuripzy Morgan|Antonio Pitocco|John Sarbanes
WMPID323,Kweisi Mfume,WMPID4996,Scott M Collier|Kweisi Mfume
WMPID986,Jamie Raskin,WMPID326|WMPID1944,Gregory Coll|Kevin Andres Garcia|Jamie Raskin
WMPID987,David Trone,WMPID322|WMPID3989,Neil Parrott|David August|David Trone
WMPID988,John Bergman,WMPID3457|WMPID5142|WMPID5124,Robert James Lorinser|Andrew Gale|Liz Hakola|John Bergman
WMPID991,Angie Craig,WMPID363,Tyler Kistner|Angie Craig
WMPID4790,Jacob Turk,WMPID898,Emanuel Cleaver|Jacob Turk
WMPID4807,Randy Langkraehr,WMPID4330|WMPID4795,Mark Alford|Randy Langkraehr|Jack Truman
WMPID4795,Jack Truman,WMPID4330|WMPID4807,Mark Alford|Randy Langkraehr|Jack Truman
WMPID994,Trent Kelly,WMPID4088|WMPID3880,James Marion Jr. Mccay|Dianne Dodson Black|Trent Kelly
WMPID997,Don Bacon,WMPID4441,Tony Vargas|Don Bacon
WMPID998,Adrian Smith,WMPID1900|WMPID428,David Else|Mark Elworth Jr|Adrian Smith
WMPID999,Michael Callis,WMPID436|WMPID1898|WMPID3998|WMPID4345|WMPID4495|WMPID3463|WMPID4037|WMPID1937|WMPID3349|WMPID4854|WMPID4938,Ann Kuster|Robert Andrew Burns|William Michael Bryk|Dean Allan Poirier|Jeffrey Greeson|Jeff Cozzens|Jason Daniel Riddle|Lily Tang Williams|Scott Black|George Hansel|Michael Callis|Jay Mercer
WMPID4938,Jay Mercer,WMPID436|WMPID1898|WMPID3998|WMPID4345|WMPID4495|WMPID3463|WMPID4037|WMPID1937|WMPID3349|WMPID4854|WMPID999,Ann Kuster|Robert Andrew Burns|William Michael Bryk|Dean Allan Poirier|Jeffrey Greeson|Jeff Cozzens|Jason Daniel Riddle|Lily Tang Williams|Scott Black|George Hansel|Michael Callis|Jay Mercer
WMPID5160,Jeremy Marcus,WMPID443|WMPID5141|WMPID4971|WMPID1000,Frank Pallotta|Louis Vellucci|Trevor James Ferrigno|Jeremy Marcus|Josh Gottheimer
WMPID5123,Hank Schroeder,WMPID2470|WMPID3400|WMPID5074|WMPID1180,Matthew Jenkins|Jason Cullen Cullen|Pamela Renee Daniels|Hank Schroeder|Chris Smith
WMPID1000,Josh Gottheimer,WMPID443|WMPID5141|WMPID4971|WMPID5160,Frank Pallotta|Louis Vellucci|Trevor James Ferrigno|Jeremy Marcus|Josh Gottheimer
WMPID1001,Bill Pascrell Jr.,WMPID447|WMPID2490,Billy Prempeh|Sean Armstrong Armstrong|Bill Pascrell Jr.
WMPID1003,Susie Lee,WMPID3178|WMPID3951,April Becker|Robert Bruce Morris|Susie Lee
WMPID4995,Stylo Adonis Sapaskis,WMPID497,Ritchie Torres|Stylo Adonis Sapaskis
WMPID4963,George Phillips,WMPID2351|WMPID2661|WMPID4523|WMPID919,Mario Fratto|Steven Wesley Sr. Holden|Chol-Awan Majok|Claudia Tenney|George Phillips
WMPID1006,Jim Jordan,WMPID2629,Tamie Wilson|Jim Jordan
WMPID1007,Warren Davidson,WMPID1205,Warren Davidson|Vanessa Enoch
WMPID1008,Evelyn Rogers,WMPID4392|WMPID1212,Adam Martin|Evelyn Rogers|Kevin Hern
WMPID1009,Earl Blumenauer,WMPID559|WMPID5115,Joanna Harbour|Earl Blumenauer|David Delk
WMPID5115,David Delk,WMPID559|WMPID1009,Joanna Harbour|Earl Blumenauer|David Delk
WMPID1011,Dwight Evans,,Dwight Evans
WMPID1012,Brian Fitzpatrick,WMPID3124|WMPID4502|WMPID1701,Henry Conoly|Ashley Ehasz|Caroline Avery|Brian Fitzpatrick
WMPID1013,Lloyd Smucker,WMPID3796,Robert Michael III Hollister|Lloyd Smucker
WMPID5133,Larry Gaither,WMPID4870|WMPID1229,Evangeline Hundley|Larry Gaither|Ralph Norman
WMPID5150,Rick Tyler,WMPID607|WMPID609,Chuck Fleischmann|Meg Gorman|Rick Tyler
WMPID5159,Tharon Chandler,WMPID610|WMPID2587|WMPID5110|WMPID1836,Scott Desjarlais|Clyde Benson|Mike Winton|Tharon Chandler|Russell Steele
WMPID1018,Steve Cohen,WMPID2077|WMPID1239|WMPID617|WMPID5156,George Jr Flinn|Charlotte Bergmann|Dennis Clark|Paul Cook|Steve Cohen
WMPID1020,Brian Babin,WMPID3449,Marvin Jonathan Haire|Brian Babin
WMPID1022,Kay Granger,WMPID2970,Trey Joseph Hunt|Kay Granger
WMPID1023,Vicente Gonzalez,WMPID4973|WMPID1665|WMPID3638,Chris Royal|Mayra Nohemi Flores|Ronald Mills|Vicente Gonzalez
WMPID1024,Jodey Arrington,WMPID2284,Nathan Allen Lewis|Jodey Arrington
WMPID1960,Jan Mcdowell,WMPID671,Beth Van Duyne|Jan Mcdowell
WMPID4350,Robert Allan Schafranek,WMPID1261,Robert Allan Schafranek|Sylvia Garcia
WMPID1027,Bobby Scott,WMPID1938,Terry Tolbert Namkung|Bobby Scott
WMPID1028,Donald McEachin,WMPID713,Leon Benjamin|Donald McEachin
WMPID1031,Pramila Jayapal,WMPID3263|WMPID4897,Paul Glumaz|Clifford Moon|Pramila Jayapal
WMPID1032,Adam Smith,WMPID939,Doug Basler|Adam Smith
WMPID1035,Mike Gallagher,WMPID2847|WMPID3750|WMPID5121,Jacob John Vandenplas|Paul David Boucher|Mike Gallagher|Ralph Hoffman
WMPID5121,Ralph Hoffman,WMPID2847|WMPID3750|WMPID1035,Jacob John Vandenplas|Paul David Boucher|Mike Gallagher|Ralph Hoffman
WMPID1038,Barry Moore,WMPID24|WMPID4534,Phyllis Harvey-Hall|Jonathan Smith|Barry Moore
WMPID1040,Rick Neighbors,WMPID4902|WMPID944,John Charles Cochran|Robert B Aderholt|Rick Neighbors
WMPID1041,Mike Kalagias,WMPID30|WMPID2651,Steve Womack|Lauren Hays|Mike Kalagias
WMPID1047,Debbie Lesko,,Debbie Lesko
WMPID1048,Greg Stanton,WMPID35|WMPID3434|WMPID2908,Paul Gosar|Tanya Contreras Wheeless|Kelly Cooper|Greg Stanton
WMPID1049,Mike Thompson,WMPID1691,Matthew Brock|Mike Thompson
WMPID1051,Tom McClintock,WMPID2500,Michael James Barkley|Tom McClintock
WMPID1052,Nancy Pelosi,WMPID4009,John Dennis|Nancy Pelosi
WMPID1053,Barbara Lee,WMPID3042,Stephen Scott Slauson|Barbara Lee
WMPID1054,Josh Harder,WMPID3331,Thomas Patti|Josh Harder
WMPID1057,Anna Eshoo,,Anna Eshoo
WMPID1062,Angelica Duenas,WMPID777,Tony Cardenas|Angelica Duenas
WMPID1064,Grace Napolitano,WMPID4216,Daniel Jose Bocic Martinez|Grace Napolitano
WMPID1065,Jimmy Gomez,WMPID3668,David Yung Ho Kim|Jimmy Gomez
WMPID1067,Young Kim,WMPID3872,Asif Mahmood|Young Kim
WMPID1068,Aja Smith,WMPID781|WMPID4731,Ken Calvert|Will Rollins|Aja Smith
WMPID1069,Katie Porter,WMPID2130,Scott Baugh|Katie Porter
WMPID1070,John Briscoe,WMPID3505,Robert Garcia|John Briscoe
WMPID1072,Mike Levin,WMPID1073,Mike Levin|Brian Maryott
WMPID90,Sara Jacobs,WMPID3057,Stan Caplan|Sara Jacobs
WMPID1073,Brian Maryott,WMPID1072,Mike Levin|Brian Maryott
WMPID1076,Joseph Neguse,WMPID3792|WMPID1850,Stephen Andrew Yurash|Marshall Dawson|Joseph Neguse
WMPID5164,Richard Tetu,WMPID96|WMPID3205|WMPID3161|WMPID2690|WMPID3843,Lauren Boebert|Marina Zimmerman|Kristin Elise Skowronski|Adam Frisch|Douglas Van Raam|Richard Tetu
WMPID1078,Jason Crow,WMPID1675|WMPID1946|WMPID2296,Eric Mulder|Andrew Forrest White|Steven Edward Monahan|Jason Crow
WMPID2090,Brittany Louise Pettersen,WMPID1566,Erik Aadland|Brittany Louise Pettersen
WMPID1080,John B Larson,WMPID3980,Lawrence Zidovsky Lazor|John B Larson
WMPID1081,Jim Himes,WMPID1935,Jayme Stevenson|Jim Himes
WMPID1082,Jahana Hayes,WMPID1668,George Logan|Jahana Hayes
WMPID1083,Natale Stracuzzi,WMPID115|WMPID2101|WMPID4991,Eleanor Holmes Norton|Nelson Rimensnyder|Bruce Powell Majors|Natale Stracuzzi
WMPID1084,Lee Murphy,WMPID5148|WMPID5144|WMPID959|WMPID5139,David Rogers|Cody Mcnutt|Lisa Blunt Rochester|Scott Walker|Lee Murphy
WMPID4867,Annette Taddeo,WMPID3678|WMPID177|WMPID3953|WMPID1093,Angel Montalvo|Frank Polo|Ken Russell|Annette Taddeo|Maria Salazar
WMPID2493,Tom Beckwith Wells,WMPID124|WMPID3069|WMPID3567|WMPID4215,Kat Cammack|Danielle Nicole Hawk|Justin James Waters|Manuel Asensio|Tom Beckwith Wells
WMPID1087,Michael Waltz,WMPID3431,Charles Edward Davis|Michael Waltz
WMPID1090,Bill Posey,WMPID4536|WMPID2864,Joanne Terry|Danelle Dodge|Bill Posey
WMPID1091,Greg Steube,WMPID151|WMPID4150,Theodore Murray|Andrea Doria Kale|Greg Steube
WMPID2425,Sheila Cherfilus-Mccormick,WMPID3378|WMPID2451|WMPID2650,Dale Holness|Anika Omphroy|Drew-Montez Clark|Sheila Cherfilus-Mccormick
WMPID2326,Demetries Andrew Cdr Usn Ret Grimes,WMPID3609|WMPID4370|WMPID2582|WMPID3252|WMPID3902|WMPID4040|WMPID2943|WMPID4000|WMPID1667|WMPID3993|WMPID880,Kevin John Mcgovern|William Vanhorn|Eddie Geller|Jackie Toledo|Dennis Ross|Gavin Brown|Kelli Stargel|Laurel Lee|Cesar Ramirez|Jerry Torres|Alan Cohn|Demetries Andrew Cdr Usn Ret Grimes
WMPID1093,Maria Salazar,WMPID3678|WMPID177|WMPID3953|WMPID4867,Angel Montalvo|Frank Polo|Ken Russell|Annette Taddeo|Maria Salazar
WMPID1096,Lucy McBath,WMPID1902,Mark Gonsalves|Lucy McBath
WMPID1098,Tabitha Johnson-Green,WMPID1748,Michael Jr Collins|Tabitha Johnson-Green
WMPID1099,Martin Cowen,WMPID3294|WMPID794,Caesar Gonzales|David Scott|Martin Cowen
WMPID1100,Michael San Nicolas,WMPID3894|WMPID4351,Telena Nelson|Judith T Won Pat|Michael San Nicolas
WMPID1101,Michelle Tippens,WMPID206|WMPID3270,Joe Akana|Jill Naomi Tokuda|Michelle Tippens
WMPID2556,Mariannette Jane Miller-Meeks,WMPID3752,Christina Bohannan|Mariannette Jane Miller-Meeks
WMPID1103,Cindy Axne,WMPID2331,Zach Nunn|Cindy Axne
WMPID1105,Russ Fulcher,WMPID3237|WMPID4600,Joe Evans|Kaylee Jade Peterson|Russ Fulcher
WMPID1106,Mike Simpson,WMPID1844,Wendy Ann Norman|Mike Simpson
WMPID1109,Jesus Garcia,WMPID4922,James Falakos|Jesus Garcia
WMPID1111,Sean Casten,WMPID3853,Keith Pekau|Sean Casten
WMPID1112,Jan Schakowsky,WMPID4905,Jan Schakowsky|Maxwell Rice
WMPID4905,Maxwell Rice,WMPID1112,Jan Schakowsky|Maxwell Rice
WMPID1115,Bill Foster,WMPID2076,Catalina Lauf|Bill Foster
WMPID1117,Lauren A Underwood,WMPID2202|WMPID2685,Scott Gryder|Barry Wilson|Lauren A Underwood
WMPID1122,Jim Baird,WMPID4685,Roger Day|Jim Baird
WMPID1123,Greg Pence,WMPID2461,Cynthia Wirth|Greg Pence
WMPID1125,Jeannine Lee Lake,WMPID244,Victoria Spartz|Jeannine Lee Lake
WMPID1126,Andre Carson,WMPID1983|WMPID1968,Angela Grabovsky|Gavin Maple|Andre Carson
WMPID1128,Sharice Davids,WMPID258,Amanda Adkins|Sharice Davids
WMPID1130,Ron Estes,WMPID4904,Bob Hernandez|Ron Estes
WMPID1131,Brett Guthrie,WMPID1132,Brett Guthrie|Hank Linderman
WMPID1132,Hank Linderman,WMPID1131,Brett Guthrie|Hank Linderman
WMPID1139,Richard E Neal,WMPID4290,Dean Martilli|Richard E Neal
WMPID1140,Lori Trahan,WMPID2476|WMPID4480,Dean Tran|Miranda Tozier-Robbins|Lori Trahan
WMPID1142,Ayanna Pressley,WMPID2770,Donnie Dionicio Palmer|Ayanna Pressley
WMPID1144,Andy Harris,WMPID4259|WMPID5147,Heather Renay Mizeur|Daniel Frank Thibeault|Andy Harris
WMPID1146,Chellie Pingree,WMPID3545|WMPID3404,Edwin Thelander|Hollis Charles Chandler Inman|Chellie Pingree
WMPID1147,Jared Golden,WMPID4254|WMPID1383,Bruce Lee Poliquin|Jared Golden|Tiffany Bond
WMPID1383,Tiffany Bond,WMPID4254|WMPID1147,Bruce Lee Poliquin|Jared Golden|Tiffany Bond
WMPID2966,Jerome Hilliard,WMPID5128|WMPID894,Nathan Hewer|John Moolenaar|Jerome Hilliard
WMPID5155,Kathy Goodwin,WMPID5127|WMPID347|WMPID807,David Canny|Paul Junge|Dan Kildee|Kathy Goodwin
WMPID5120,Gary Walkowicz,WMPID2233|WMPID1153,Steven Elliott|Gary Walkowicz|Rashida Tlaib
WMPID1149,Elissa Slotkin,WMPID3995|WMPID5116|WMPID895,Thomas More Barrett|Leah Dailey|Tim Walberg|Elissa Slotkin
WMPID5134,Andrea Kirby,WMPID5154|WMPID351|WMPID3841|WMPID1537|WMPID4164,Mike Saliba|Lisa McClain|Eric James Borrell|John James|Carl Marlinga|Andrea Kirby
WMPID1152,Haley Stevens,WMPID3578,Mark Ambrose|Haley Stevens
WMPID1153,Rashida Tlaib,WMPID2233|WMPID5120,Steven Elliott|Gary Walkowicz|Rashida Tlaib
WMPID1156,Dean Phillips,WMPID4223,Tom Weiler|Dean Phillips
WMPID1157,Ilhan Omar,WMPID4126,Cicely Davis|Ilhan Omar
WMPID1158,Pete Stauber,WMPID3325,Jennifer Schultz|Pete Stauber
WMPID1159,Cori Bush,WMPID4591|WMPID4987,Andrew Jr Jones|George Zsidisin|Cori Bush
WMPID3060,Henry Robert Martin,WMPID392|WMPID5054,Sam Graves|Andy Maidment|Henry Robert Martin
WMPID1162,Blaine Luetkemeyer,WMPID4440,Bethany Eileen Mann|Blaine Luetkemeyer
WMPID1163,Gregorio Sablan,,Gregorio Sablan
WMPID1165,Michael Guest,WMPID3236,Shuwaski Young|Michael Guest
WMPID1168,Scott Huffman,WMPID413,Dan Bishop|Scott Huffman
WMPID1170,Kathy Manning,WMPID2802,Robert Christian Castelli|Kathy Manning
WMPID1171,Kelly Armstrong,WMPID2318|WMPID5103,Mark Haugen|Cara Mund|Kelly Armstrong
WMPID1173,Chris Pappas,WMPID3004,Karoline Leavitt|Chris Pappas
WMPID1177,Jeff Van Drew,WMPID2332|WMPID3409|WMPID5145,Timothy Alexander|Michael Gallo|Jeff Van Drew|Anthony Parisi Sanchez
WMPID5145,Anthony Parisi Sanchez,WMPID2332|WMPID3409|WMPID1177,Timothy Alexander|Michael Gallo|Jeff Van Drew|Anthony Parisi Sanchez
WMPID1178,Frank Pallone Jr.,WMPID1577|WMPID1632,Susan Kiley|Tara Lynn Fisher|Frank Pallone Jr.
WMPID1179,Andy Kim,WMPID2027|WMPID4135|WMPID4836,Robert Jr Healey|Christopher Russomanno|Gregory Sobocinski|Andy Kim
WMPID1180,Chris Smith,WMPID2470|WMPID3400|WMPID5074|WMPID5123,Matthew Jenkins|Jason Cullen Cullen|Pamela Renee Daniels|Hank Schroeder|Chris Smith
WMPID1181,Tom Malinowski,WMPID444|WMPID1410|WMPID4190|WMPID3925,Tom Kean|Veronica Fernandez|Harsh Naik|Clayton Pajunas|Tom Malinowski
WMPID1182,Mikie Sherrill,WMPID2459|WMPID2287|WMPID3468,Paul Degroot|Kevin Mccormick|Joseph Nicholas Biasco|Mikie Sherrill
WMPID1184,Yvette Herrell,WMPID4014,Gabriel Vasquez|Yvette Herrell
WMPID1187,Dina Titus,WMPID3760|WMPID2001|WMPID2081,David Brog|Mark Robertson|Carolina Serrano|Dina Titus
WMPID1190,Gregory W Meeks,WMPID3210|WMPID4583,Nader Akhlaghy|Paul King|Gregory W Meeks
WMPID3759,Suraj Patel,WMPID1771|WMPID4765|WMPID4824|WMPID824|WMPID825,Michael Zumbluskas|Mikhail Itkis|Gil Obler|Carolyn B Maloney|Jerrold Nadler|Suraj Patel
WMPID1193,Alexandria Ocasio-Cortez,WMPID3577|WMPID3560|WMPID2683,Desi Cuellar|Tina Forte|Hasime Samanthas. Zherka|Alexandria Ocasio-Cortez
